category,cluster,precision
art,cluster 48,0.22764227642276422
autos_and_vehicles,cluster 2,0.25
business,cluster 30,0.07530864197530865
citizen_journalism,cluster 41,0.10017144256674014
comedy,cluster 48,0.16826265389876882
conferences_and_other_events,cluster 41,0.11641954969796815
default_category,cluster 48,0.1030570711007188
documentary,cluster 48,0.114486728493764
educational,cluster 27,0.08823529411764706
food_and_drink,cluster 44,0.10535876475930972
gaming,cluster 48,0.10471622701838529
health,cluster 2,0.17369614512471657
literature,cluster 35,0.22745098039215686
movies_and_television,cluster 48,0.15604085945755547
music_and_entertainment,cluster 48,0.2561516740621218
personal_or_auto-biographical,cluster 3,0.09473684210526316
politics,cluster 40,0.1928266736310612
religion,cluster 26,0.20625342841470104
school_and_education,cluster 48,0.16159695817490494
sports,cluster 48,0.11175020542317174
technology,cluster 13,0.125
the_environment,cluster 24,0.35398813447593935
the_mainstream_media,cluster 43,0.12306811677160848
travel,cluster 48,0.14937106918238993
videoblogging,cluster 48,0.10034338038916445
web_development_and_sites,cluster 32,0.08421052631578947
