category,cluster,precision
art,cluster 6,0.3880597014925373
movies_and_television,cluster 6,0.20588235294117646
web_development_and_sites,cluster 21,0.2894736842105263
politics,cluster 7,0.373109243697479
sports,cluster 6,0.17587939698492464
technology,cluster 7,0.23095823095823095
educational,cluster 7,0.23648648648648649
school_and_education,cluster 6,0.22641509433962265
travel,cluster 6,0.18
music_and_entertainment,cluster 6,0.4254658385093168
the_environment,cluster 12,0.2653061224489796
religion,cluster 15,0.30038022813688214
health,cluster 7,0.4431818181818182
citizen_journalism,cluster 9,0.22900763358778625
personal_or_auto-biographical,cluster 17,0.1568627450980392
food_and_drink,cluster 7,0.19230769230769232
conferences_and_other_events,cluster 7,0.16216216216216217
gaming,cluster 6,0.22727272727272727
literature,cluster 13,0.3855421686746988
business,cluster 7,0.22093023255813954
the_mainstream_media,cluster 21,0.3258426966292135
autos_and_vehicles,cluster 21,0.7142857142857143
comedy,cluster 6,0.2534246575342466
default_category,cluster 6,0.1566265060240964
videoblogging,cluster 6,0.17695473251028807
documentary,cluster 6,0.1743119266055046
