category,cluster,score
art,cluster 55,0.06015037593984962
movies_and_television,cluster 7,0.11524163568773234
web_development_and_sites,cluster 51,0.16216216216216217
politics,cluster 69,0.11824324324324324
music_and_entertainment,cluster 19,0.102803738317757
technology,cluster 62,0.09725685785536159
educational,cluster 51,0.1288135593220339
religion,cluster 8,0.21235521235521235
travel,cluster 59,0.1
sports,cluster 68,0.07537688442211055
the_environment,cluster 39,0.30612244897959184
school_and_education,cluster 39,0.18867924528301888
health,cluster 15,0.10344827586206896
citizen_journalism,cluster 69,0.10687022900763359
personal_or_auto-biographical,cluster 68,0.1568627450980392
food_and_drink,cluster 59,0.07692307692307693
conferences_and_other_events,cluster 6,0.1095890410958904
gaming,cluster 45,0.05454545454545454
literature,cluster 31,0.25301204819277107
business,cluster 64,0.15294117647058825
the_mainstream_media,cluster 22,0.13793103448275862
autos_and_vehicles,cluster 53,0.2857142857142857
comedy,cluster 48,0.2097902097902098
default_category,cluster 64,0.05
videoblogging,cluster 21,0.06198347107438017
documentary,cluster 2,0.06481481481481481
