category,cluster,score
art,cluster 23,0.24035855743172815
movies_and_television,cluster 23,0.1858635669836797
web_development_and_sites,cluster 9,0.0887218045112782
politics,cluster 22,0.21598328545312093
music_and_entertainment,cluster 23,0.2936668011294877
technology,cluster 26,0.12535612535612536
educational,cluster 48,0.08841354723707665
religion,cluster 2,0.3027975863960505
travel,cluster 23,0.18553459119496854
sports,cluster 23,0.1306491372226787
the_environment,cluster 27,0.35332893869479237
school_and_education,cluster 23,0.17300380228136883
health,cluster 19,0.17868480725623584
citizen_journalism,cluster 33,0.10482488366397257
personal_or_auto-biographical,cluster 32,0.10526315789473684
food_and_drink,cluster 24,0.11444141689373297
conferences_and_other_events,cluster 33,0.12300933552992861
gaming,cluster 23,0.11750599520383694
literature,cluster 39,0.23137254901960785
business,cluster 3,0.07530864197530865
the_mainstream_media,cluster 1,0.12306811677160848
autos_and_vehicles,cluster 19,0.2727272727272727
comedy,cluster 23,0.19801641586867305
default_category,cluster 23,0.11933835628301723
videoblogging,cluster 23,0.12209080503624571
documentary,cluster 23,0.14806523824752157
