video,shot_number,category,cluster,interactions_number_speakers_2,interactions_number_speakers_3,interactions_number_speakers_4,interactions_number_speakers_4+,intervention_short,intervention_long,speakers_type_ponctuel,speakers_type_localise,speakers_type_present,speakers_type_regulier,speakers_type_important,speaker_distribution,mean_number_of_faces,std_number_of_faces,inter_intensity_variation,intra_intensity_variation,number_shot_transition,number_speaker_transition,speech,music,speech_with_music,speech_with_non_music,non_speech_with_music,non_speech_with_non_music,words,duration
NegoPolis-MarketingPlanParaMendigos1Parte694.xml,121,business,14,0.0,0.0,0.0,98.10438016528927,0.09867768595041322,0.7179338842975207,0.0,0.0,68.93719008264462,28.148595041322316,0.0,4.530165289256202,6.533057851239669,4.045454545454546,41.9564270152498,8.340085345434126,4.507522021364463,0.33588587743595044,38.065537190082644,24.048264462809914,45.51338842975207,35.25099173553718,12.211570247933885,7.024462809917356,0.21299381247013552,0.09728029594151733
Stupidfamouspeople-PaparazziFootageOfBrookeShieldsAndGinaGershonInNewYork651.xml,3,music_and_entertainment,5,59.61333333333334,0.0,28.430000000000003,0.0,0.0,0.0,27.55666666666667,32.056666666666665,0.0,0.0,28.430000000000003,58.333333333333336,2.8333333333333335,0.8333333333333334,18.463035584601332,5.911401597678149,155.03875969,0.0,1.9433333333333334,30.55666666666667,1.7266666666666666,0.21666666666666667,91.94000000000001,3.34,0.0130890052356,0.0938388903551
Interniek-BeverlyHillsChihuahuaPremire412.xml,6,movies_and_television,23,0.0,0.0,16.663333333333334,0.0,4.596666666666667,0.0,0.0,4.596666666666667,0.0,16.663333333333334,0.0,17.205000000000002,0.0,0.0,22.258387799567686,6.296296296295001,23.068050749733334,0.0,1.873333333333333,33.205000000000005,1.1050000000000002,0.77,88.84833333333331,9.276666666666666,0.0174520069808,0.22579982991703332
UBM-01073aWillYouBeAssimilatedByTheBeast152.xml,2,religion,1,0.0,0.0,0.0,94.97999999999999,0.0,0.0,0.0,0.0,44.98,47.19,0.0,17.045,1.25,1.25,28.896949891066665,9.215686274506389,2.87150089167,7.14285714285,68.67,44.71,32.905,36.34,19.735,11.014999999999999,0.647905759162,0.3958828186855
DJsounds-Teaser2LaidbackLuke518.xml,10,music_and_entertainment,2,0.0,0.0,0.0,0.0,0.0,91.47999999999999,82.157,9.323,0.0,0.0,0.0,100.0,2.9,0.5,60.65437908496666,9.511982570806724,142.85714285680004,0.0,16.2,6.8629999999999995,7.135,84.143,1.061,7.659999999999999,0.11780104712049999,0.06070203219851
Grollett-TrackstarTuesdaysIronLungSamuraiElectro412.xml,14,music_and_entertainment,24,92.85714285714286,0.0,0.0,7.128571428571428,0.0,0.0,0.0,0.0,0.0,0.0,99.33214285714287,96.42857142857143,9.642857142857142,1.7857142857142858,50.32094615623865,4.098972922501826,24.77291494628572,0.0,22.124285714285715,15.577857142857143,15.200000000000001,73.92142857142858,7.5200000000000005,3.3578571428571427,0.6077038145098715,0.19542786763657854
Interestingtalks-NormanFinkelsteinAtTheUniversityOfCalgaryTheWarOnGaza178.xml,81,politics,0,11.268024691358026,11.189012345679012,0.3617283950617284,12.055185185185186,6.6661728395061735,29.740493827160495,2.011111111111111,0.0,22.33271604938272,44.542962962962974,0.3276543209876543,7.1897530864197465,3.808641975308642,2.5123456790123457,31.725818338309548,5.880201188843951,12.257832672945812,0.09187482055703704,24.751975308641985,21.18666666666667,21.626543209876537,38.059259259259264,29.154691358024692,11.159506172839508,0.15415939499708636,0.08916866780274198
Greenghoulie-Episode96TheBestOfTuesdaySeason4OnBryanAndPetesKids610.xml,13,school_and_education,15,0.0,22.022307692307695,16.310769230769232,38.424615384615386,8.634615384615385,0.0,0.0,0.0,7.384615384615385,5.684615384615385,68.25,28.46153846153846,4.423076923076923,1.9615384615384615,53.19172113289206,6.566113624939059,14.100430905784615,1.5019914583223075,37.80846153846154,35.18769230769231,25.53538461538462,51.76230769230768,20.137692307692305,2.5623076923076926,0.8195730970601076,0.4107707195592921
Thatsportsshow-TwitsTwitterAndMattStraqsHeadExploding895.xml,30,sports,3,0.0,37.642,0.0,0.0,3.7126666666666663,5.080333333333333,3.1266666666666665,0.0,0.3876666666666667,0.0,42.88366666666666,19.999,2.1666666666666665,0.7666666666666667,30.651546840949663,2.6013071895436664,38.50704225352,0.0,6.026333333333334,10.063999999999998,5.4286666666666665,36.419000000000004,5.389666666666667,2.4116666666666666,0.1993891797555867,0.14369080085626
Marquisdejolie-IWasOnSteroids803.xml,5,sports,15,2.0940000000000003,0.0,5.864,42.339999999999996,18.868000000000002,0.0,0.0,0.0,7.795999999999999,11.334,40.898,53.334,0.4,0.4,41.30405228757733,4.575163398693555,33.33333333336,10.027950310567999,36.228,26.601999999999997,28.520000000000003,10.668,55.33,0.8140000000000001,0.31937172774868,0.39940177707406
