category,cluster,precision
art,cluster 58,0.1432145090681676
movies_and_television,cluster 17,0.13467183280497827
web_development_and_sites,cluster 39,0.07368421052631578
politics,cluster 36,0.1718899625663794
sports,cluster 51,0.07723911257189811
technology,cluster 67,0.12440645773979107
educational,cluster 39,0.08787878787878788
school_and_education,cluster 58,0.09125475285171103
travel,cluster 17,0.08018867924528301
music_and_entertainment,cluster 17,0.16216216216216217
the_environment,cluster 54,0.35266974291364533
religion,cluster 10,0.2080819162552569
health,cluster 48,0.17868480725623584
citizen_journalism,cluster 34,0.10164095028165565
personal_or_auto-biographical,cluster 57,0.08421052631578947
food_and_drink,cluster 60,0.08719346049046321
conferences_and_other_events,cluster 34,0.11916529379461833
gaming,cluster 17,0.0859312549960032
literature,cluster 41,0.16862745098039217
business,cluster 51,0.07530864197530865
the_mainstream_media,cluster 50,0.12249570692615913
autos_and_vehicles,cluster 48,0.25
comedy,cluster 17,0.14192886456908343
default_category,cluster 67,0.06174764007967438
videoblogging,cluster 17,0.07478061808470049
documentary,cluster 17,0.10073552926127279
