category,cluster,precision
art,cluster 34,0.15259537210756724
movies_and_television,cluster 40,0.15510156158271693
web_development_and_sites,cluster 4,0.07518796992481203
politics,cluster 38,0.19522068425176287
sports,cluster 54,0.0775130101342098
technology,cluster 32,0.12440645773979107
educational,cluster 6,0.0877005347593583
school_and_education,cluster 34,0.10646387832699619
travel,cluster 34,0.09748427672955975
music_and_entertainment,cluster 40,0.1799112545381202
the_environment,cluster 55,0.35398813447593935
religion,cluster 47,0.23477783872737246
health,cluster 44,0.1836734693877551
citizen_journalism,cluster 13,0.1023757041391134
personal_or_auto-biographical,cluster 34,0.09473684210526316
food_and_drink,cluster 60,0.06721162579473206
conferences_and_other_events,cluster 13,0.1043382756727073
gaming,cluster 40,0.09752198241406874
literature,cluster 48,0.2196078431372549
business,cluster 54,0.07530864197530865
the_mainstream_media,cluster 27,0.12020606754436176
autos_and_vehicles,cluster 44,0.25
comedy,cluster 40,0.16210670314637482
default_category,cluster 40,0.06599116653676279
videoblogging,cluster 40,0.085463563525372
documentary,cluster 40,0.1154461144867285
