category,cluster,precision
art,cluster 23,0.24223473003960808
autos_and_vehicles,cluster 54,0.25
business,cluster 25,0.1111111111111111
citizen_journalism,cluster 49,0.10164095028165565
comedy,cluster 23,0.19870041039671682
conferences_and_other_events,cluster 49,0.10543657331136738
default_category,cluster 23,0.12055079241361392
documentary,cluster 23,0.14934441957147426
educational,cluster 44,0.1073083778966132
food_and_drink,cluster 11,0.11534968210717529
gaming,cluster 23,0.11990407673860912
health,cluster 54,0.1800453514739229
literature,cluster 22,0.2196078431372549
movies_and_television,cluster 23,0.18797698720206646
music_and_entertainment,cluster 23,0.2964905203711174
personal_or_auto-biographical,cluster 18,0.10175438596491228
politics,cluster 26,0.1952642117175938
religion,cluster 47,0.2353263850795392
school_and_education,cluster 23,0.17680608365019013
sports,cluster 23,0.13420980553273076
technology,cluster 25,0.12642450142450143
the_environment,cluster 45,0.3553065260382334
the_mainstream_media,cluster 6,0.11963365769891242
travel,cluster 23,0.18238993710691823
videoblogging,cluster 23,0.12514307516215184
web_development_and_sites,cluster 28,0.0887218045112782
