category,cluster,precision
art,cluster 1079,0.022556390977443608
movies_and_television,cluster 532,0.04460966542750929
web_development_and_sites,cluster 67,0.05405405405405406
politics,cluster 746,0.05405405405405406
sports,cluster 1970,0.05527638190954774
technology,cluster 635,0.0399002493765586
educational,cluster 635,0.023728813559322035
school_and_education,cluster 68,0.09433962264150944
travel,cluster 1404,0.04
music_and_entertainment,cluster 1941,0.03426791277258567
the_environment,cluster 635,0.12244897959183673
religion,cluster 895,0.08494208494208494
health,cluster 1016,0.05747126436781609
citizen_journalism,cluster 746,0.05343511450381679
personal_or_auto-biographical,cluster 1245,0.058823529411764705
food_and_drink,cluster 423,0.02564102564102564
conferences_and_other_events,cluster 95,0.0273972602739726
gaming,cluster 2415,0.045454545454545456
literature,cluster 1009,0.10843373493975904
business,cluster 885,0.10588235294117647
the_mainstream_media,cluster 635,0.06896551724137931
autos_and_vehicles,cluster 1936,0.2857142857142857
comedy,cluster 888,0.13986013986013987
default_category,cluster 1403,0.013636363636363636
videoblogging,cluster 539,0.012396694214876033
documentary,cluster 1399,0.018518518518518517
