category,cluster,precision
art,cluster 517,0.03759398496240601
movies_and_television,cluster 140,0.055762081784386616
web_development_and_sites,cluster 6,0.10810810810810811
politics,cluster 633,0.07939189189189189
sports,cluster 865,0.07035175879396985
technology,cluster 6,0.10224438902743142
educational,cluster 6,0.0847457627118644
school_and_education,cluster 6,0.18867924528301888
travel,cluster 6,0.06
music_and_entertainment,cluster 514,0.06542056074766354
the_environment,cluster 6,0.2857142857142857
religion,cluster 515,0.18146718146718147
health,cluster 138,0.05747126436781609
citizen_journalism,cluster 516,0.07633587786259542
personal_or_auto-biographical,cluster 978,0.11764705882352941
food_and_drink,cluster 1165,0.0641025641025641
conferences_and_other_events,cluster 6,0.0821917808219178
gaming,cluster 250,0.05454545454545454
literature,cluster 521,0.0963855421686747
business,cluster 6,0.25882352941176473
the_mainstream_media,cluster 6,0.13793103448275862
autos_and_vehicles,cluster 518,0.2857142857142857
comedy,cluster 250,0.16783216783216784
default_category,cluster 6,0.031818181818181815
videoblogging,cluster 6,0.028925619834710745
documentary,cluster 6,0.027777777777777776
