category,cluster,precision
art,cluster 555,0.03759398496240601
movies_and_television,cluster 1235,0.06319702602230483
web_development_and_sites,cluster 374,0.05405405405405406
politics,cluster 1121,0.0777027027027027
sports,cluster 556,0.07035175879396985
technology,cluster 551,0.059850374064837904
educational,cluster 459,0.061016949152542375
school_and_education,cluster 374,0.09433962264150944
travel,cluster 313,0.04
music_and_entertainment,cluster 553,0.0529595015576324
the_environment,cluster 374,0.2857142857142857
religion,cluster 557,0.11196911196911197
health,cluster 880,0.05747126436781609
citizen_journalism,cluster 558,0.07633587786259542
personal_or_auto-biographical,cluster 623,0.0784313725490196
food_and_drink,cluster 1298,0.038461538461538464
conferences_and_other_events,cluster 374,0.0547945205479452
gaming,cluster 553,0.03636363636363636
literature,cluster 1547,0.12048192771084337
business,cluster 459,0.17647058823529413
the_mainstream_media,cluster 551,0.11494252873563218
autos_and_vehicles,cluster 561,0.2857142857142857
comedy,cluster 675,0.2097902097902098
default_category,cluster 374,0.021212121212121213
videoblogging,cluster 556,0.02066115702479339
documentary,cluster 47,0.018518518518518517
