video,shot_number,category,cluster,interactions_number_speakers_2,interactions_number_speakers_3,interactions_number_speakers_4,interactions_number_speakers_4+,intervention_short,intervention_long,speakers_type_ponctuel,speakers_type_localise,speakers_type_present,speakers_type_regulier,speakers_type_important,speaker_distribution,mean_number_of_faces,std_number_of_faces,inter_intensity_variation1,inter_intensity_variation2,inter_intensity_variation3,inter_intensity_variation4,inter_intensity_variation5,inter_intensity_variation6,inter_intensity_variation7,inter_intensity_variation8,inter_intensity_variation9,intra_intensity_variation1,intra_intensity_variation2,intra_intensity_variation3,intra_intensity_variation4,intra_intensity_variation5,intra_intensity_variation6,intra_intensity_variation7,intra_intensity_variation8,intra_intensity_variation9,number_shot_transition,number_speaker_transition,speech,music,speech_with_music,speech_with_non_music,non_speech_with_music,non_speech_with_non_music,words,duration
NegoPolis-MarketingPlanParaMendigos1Parte694.xml,121,business,15,0.0,0.0,0.0,98.10438016528927,0.09867768595041322,0.7179338842975207,0.0,0.0,68.93719008264462,28.148595041322316,0.0,4.530165289256202,6.533057851239669,4.045454545454546,48.62126073569618,51.60580132880125,53.848355209846616,38.09748825150502,41.54325068870216,41.862907146325384,32.365159617566434,34.166456003886935,35.49716415491828,9.188138065146946,8.8089450656283,11.790633608817892,7.515799708314588,6.316642359422476,7.5028358450833466,8.831631826286031,8.19640252795661,6.90973910225095,4.507522021364463,0.33588587743595044,38.065537190082644,24.048264462809914,45.51338842975207,35.25099173553718,12.211570247933885,7.024462809917356,0.21299381247013552,0.09728029594151733
Stupidfamouspeople-PaparazziFootageOfBrookeShieldsAndGinaGershonInNewYork651.xml,3,music_and_entertainment,37,59.61333333333334,0.0,28.430000000000003,0.0,0.0,0.0,27.55666666666667,32.056666666666665,0.0,0.0,28.430000000000003,58.333333333333336,2.8333333333333335,0.8333333333333334,23.471895424836664,30.898039215690005,15.296732026146666,17.23921568626,20.701960784319997,8.724183006532,20.661437908506667,18.96993464051,10.203921568610001,8.888888888886667,7.18954248367,4.183006535946666,5.490196078436667,9.673202614373333,4.18300653595,6.5359477124300005,5.751633986926667,1.3071895424833333,155.03875969,0.0,1.9433333333333334,30.55666666666667,1.7266666666666666,0.21666666666666667,91.94000000000001,3.34,0.0130890052356,0.0938388903551
Interniek-BeverlyHillsChihuahuaPremire412.xml,6,movies_and_television,3,0.0,0.0,16.663333333333334,0.0,4.596666666666667,0.0,0.0,4.596666666666667,0.0,16.663333333333334,0.0,17.205000000000002,0.0,0.0,21.044444444440835,27.45620915033167,16.300653594763336,28.95816993464834,21.56209150328,19.107843137266666,27.633986928090007,23.01241830066,15.249673202628331,2.483660130721667,7.3202614379116655,2.483660130719167,7.581699346403333,7.6470588235350005,2.7450980392133335,10.980392156868334,11.568627450961666,3.8562091503208333,23.068050749733334,0.0,1.873333333333333,33.205000000000005,1.1050000000000002,0.77,88.84833333333331,9.276666666666666,0.0174520069808,0.22579982991703332
UBM-01073aWillYouBeAssimilatedByTheBeast152.xml,2,religion,24,0.0,0.0,0.0,94.97999999999999,0.0,0.0,0.0,0.0,44.98,47.19,0.0,17.045,1.25,1.25,44.870588235300005,41.33529411765,25.315686274500003,27.337254901949997,29.774509803949996,27.7431372549,17.749019607850002,22.274509803900003,23.672549019599998,12.156862745075,10.78431372547,18.6274509804,2.7450980392149997,7.058823529425,8.431372549025,11.568627450965,8.43137254902,3.1372549019625,2.87150089167,7.14285714285,68.67,44.71,32.905,36.34,19.735,11.014999999999999,0.647905759162,0.3958828186855
DJsounds-Teaser2LaidbackLuke518.xml,10,music_and_entertainment,1,0.0,0.0,0.0,0.0,0.0,91.47999999999999,82.157,9.323,0.0,0.0,0.0,100.0,2.9,0.5,68.55215686275001,67.17725490197,67.81529411765,63.149803921570005,50.59215686274,66.46901960784,53.41764705881999,47.90039215685999,60.8156862745,9.568627450979,6.901960784310499,10.3921568627455,10.39215686274,8.823529411763001,9.2156862745095,10.862745098047,10.039215686282999,9.411764705883,142.85714285680004,0.0,16.2,6.8629999999999995,7.135,84.143,1.061,7.659999999999999,0.11780104712049999,0.06070203219851
Grollett-TrackstarTuesdaysIronLungSamuraiElectro412.xml,14,music_and_entertainment,31,92.85714285714286,0.0,0.0,7.128571428571428,0.0,0.0,0.0,0.0,0.0,0.0,99.33214285714287,96.42857142857143,9.642857142857142,1.7857142857142858,58.80588235293893,57.34033613445713,48.21344537814928,53.3282913165175,58.503361344535726,49.22521008404072,37.34677871147714,43.51624649860429,46.60896358542715,2.0168067226878574,3.109243697477143,3.8375350140035707,2.408963585436072,4.509803921571071,5.350140056019998,5.014005602235713,4.985994397761785,5.6582633053232145,24.77291494628572,0.0,22.124285714285715,15.577857142857143,15.200000000000001,73.92142857142858,7.5200000000000005,3.3578571428571427,0.6077038145098715,0.19542786763657854
Interestingtalks-NormanFinkelsteinAtTheUniversityOfCalgaryTheWarOnGaza178.xml,81,politics,5,11.268024691358026,11.189012345679012,0.3617283950617284,12.055185185185186,6.6661728395061735,29.740493827160495,2.011111111111111,0.0,22.33271604938272,44.542962962962974,0.3276543209876543,7.1897530864197465,3.808641975308642,2.5123456790123457,33.710094408131376,32.99462599854913,28.825078673446175,30.94742193173396,35.63776325345098,30.25495037521135,30.469862018881734,34.50515613652728,28.18741224885395,6.439118857422037,5.959816025175433,6.661825223917964,5.611232147182346,6.34229000242173,5.2287581699353085,5.47567175018142,6.405228758169816,4.797869765189506,12.257832672945812,0.09187482055703704,24.751975308641985,21.18666666666667,21.626543209876537,38.059259259259264,29.154691358024692,11.159506172839508,0.15415939499708636,0.08916866780274198
Greenghoulie-Episode96TheBestOfTuesdaySeason4OnBryanAndPetesKids610.xml,13,school_and_education,11,0.0,22.022307692307695,16.310769230769232,38.424615384615386,8.634615384615385,0.0,0.0,0.0,7.384615384615385,5.684615384615385,68.25,28.46153846153846,4.423076923076923,1.9615384615384615,66.20995475111539,56.751734539943854,56.2971342383123,49.92217194570771,47.927903469084626,53.74690799395931,42.16470588234769,47.549924585207684,58.155052790350005,7.782805429864231,5.791855203625768,6.214177978888076,8.355957767725384,4.042232277527308,5.822021116142693,8.416289592757693,6.395173454,6.274509803920385,14.100430905784615,1.5019914583223075,37.80846153846154,35.18769230769231,25.53538461538462,51.76230769230768,20.137692307692305,2.5623076923076926,0.8195730970601076,0.4107707195592921
Thatsportsshow-TwitsTwitterAndMattStraqsHeadExploding895.xml,30,sports,0,0.0,37.642,0.0,0.0,3.7126666666666663,5.080333333333333,3.1266666666666665,0.0,0.3876666666666667,0.0,42.88366666666666,19.999,2.1666666666666665,0.7666666666666667,24.736862745072997,28.894117647055335,22.926535947709002,33.61790849671299,48.916993464037006,27.996601307203665,28.279084967291332,35.139346405227656,25.356470588237002,2.732026143788833,2.9019607843175,2.3137254902005,2.470588235294667,2.6535947712426666,3.2549019607843332,2.2352941176485004,2.483660130720333,2.3660130718956665,38.50704225352,0.0,6.026333333333334,10.063999999999998,5.4286666666666665,36.419000000000004,5.389666666666667,2.4116666666666666,0.1993891797555867,0.14369080085626
Marquisdejolie-IWasOnSteroids803.xml,5,sports,7,2.0940000000000003,0.0,5.864,42.339999999999996,18.868000000000002,0.0,0.0,0.0,7.795999999999999,11.334,40.898,53.334,0.4,0.4,47.709019607840006,45.55607843136,43.967058823528,50.29960784314,48.752156862739994,47.53019607844,31.35843137256,29.71294117646,26.850980392128,7.215686274508,7.76470588236,9.333333333326,2.9019607843160005,0.862745098041,4.07843137255,3.4509803921580002,2.666666666668,2.901960784315,33.33333333336,10.027950310567999,36.228,26.601999999999997,28.520000000000003,10.668,55.33,0.8140000000000001,0.31937172774868,0.39940177707406
