video,category,cluster
Adobedreamer-ConstructionOfABasicWebsite690.xml,educational,0
ArchiveTVClassics-BH02_Getting_Settled_512kb315.xml,movies_and_television,0
ArchiveTVClassics-BH08_Jethro_Goes_To_School_512kb502.xml,movies_and_television,0
ArchiveTVClassics-BH16_Back_To_Californy_512kb345.xml,movies_and_television,0
ArchiveTVClassics-BH20_Jed_Throws_A_WingDing_512kb959.xml,movies_and_television,0
AceWebsites-HowToFindAndInstallATheme591.xml,default_category,1
Antonwithagen-Wired665.xml,documentary,2
Andresworld-PetestockTheGrandTour834.xml,music_and_entertainment,3
ArchiveTVClassics-BH14_No_Place_Like_Home_512kb339.xml,movies_and_television,3
ArchiveTVClassics-ep12_512kb188.xml,movies_and_television,3
ArchiveTVClassics-gam13_512kb201.xml,movies_and_television,3
ArchiveTVClassics-ep6_512kb569.xml,movies_and_television,4
ACDigest-AnnapolisCityDigest103551.xml,default_category,5
ACDigest-AnnapolisCityDigest107788.xml,default_category,5
Aptureinc-ApturePlatformTour870.xml,default_category,5
AnimalTVorg-movie_125153.xml,default_category,6
Adobedreamer-Basics313.xml,educational,7
Alecmuffett-ITFuturologyWhatCouldHappenToTheWebBy2012423.xml,technology,7
ArchiveTVClassics-radarmen_chapter9_512kb944.xml,movies_and_television,8
Adobedreamer-TheDocumentToolbar845.xml,web_development_and_sites,9
AlanTaylor925-EdinburghFestivalFringe114.xml,comedy,9
Aramistech-FlipVideoCamcorderRecordYourself153.xml,technology,9
Aabbey1-ParadigmsOfResponseInPostHolocaustPhilosophyRabbiRachelS920.xml,religion,10
Acnethai-414.xml,health,10
Adobedreamer-HowToCreateAnEmailLink283.xml,technology,10
Adobedreamer-TheInsertBar208.xml,web_development_and_sites,10
Adobedreamer-WhatIsMySQL343.xml,technology,10
Adobefireworks-BlurDodgeAndSharpen840.xml,educational,10
Adobefireworks-ImageMasks896.xml,educational,10
Adventcalendar-December15th618.xml,educational,10
Adventcalendar-December18th499.xml,educational,10
Agaelebe-RubyRailsNoMundoRealFbioKung992.xml,default_category,10
Albarra-Set007Problem7852.xml,default_category,10
Albarra-Set007Problem8407.xml,default_category,10
Alfocus-FreedomToReadFoundationMidwinterAuthorEventFeaturingLaur843.xml,default_category,10
Amberlrhea-ThanksForTheMemoriesNowGetOutOfMyClosetEpisode3696.xml,personal_or_auto-biographical,10
AmnestyVlaanderen-AnnVanElsen532.xml,default_category,10
Aramistech-ChoosingTheRightMonitor697.xml,technology,10
Arincrumley-AdventuresInSelfDistributionPanelPowerToThePixel195.xml,business,10
Anglicantv-ACNA2009PressConference187.xml,religion,11
ArchiveTVClassics-ep2_512kb507.xml,movies_and_television,12
ArchiveTVClassics-part11_512kb577.xml,movies_and_television,12
Anglicantv-AMW2009TeachingThree610.xml,religion,13
Arincrumley-CantWeAllJustGetALong760.xml,educational,13
Aabbey1-DonnielHartmanIsraelsStrugglesInGazaToFightAJustWarIn468.xml,videoblogging,14
Adobedreamer-CreatingNewPages952.xml,technology,14
Adobedreamer-Introduction127.xml,educational,14
Adobefireworks-BrushPreserve315.xml,educational,14
Albarra-12_2_29518.xml,default_category,14
Albarra-AlbarraR3_3_1to3911904.xml,default_category,14
Albarra-Review3SectionIProblem6397.xml,default_category,14
Albarra-SubtractionMadeEasy779.xml,default_category,14
Alecmuffett-Reuse20563.xml,default_category,14
AmnestyVlaanderen-BartPeetersSteuntSharifOmarEnZijnDorpJayyus321.xml,default_category,14
Arincrumley-ArinCrumleyASTHEDUSTSETTLESPreproduction82108199.xml,videoblogging,14
Aramistech-WatchNetflixOnYourTVAndInYourCar936.xml,technology,15
AnimalTVorg-movie_100357.xml,default_category,16
ArchiveTVClassics-ep5_512kb903.xml,movies_and_television,17
ArchiveTVClassics-ep9_512kb845.xml,movies_and_television,17
Aramistech-WirelessNForYourMacMini850.xml,technology,18
10zenmonkeys-DearInternetImSorry675.xml,technology,19
11minutu-EntrevistaJuanJosIbarretxePolitika2011Minutu923.xml,documentary,19
Actorschecklist-TurboTheTrailerAndFilmComposerJermaineStegallConductsTh636.xml,default_category,19
Adobedreamer-XMLBasics582.xml,technology,19
Aerobroken-ABNRockUpdate11212008339.xml,music_and_entertainment,19
AlanTaylor925-ALANANDREWTAYLORFILMMAKERSHOWREEL915.xml,personal_or_auto-biographical,19
AlanTaylor925-AloneShortFilm417.xml,movies_and_television,19
AlanTaylor925-EdinburghFestivalCavalcade544.xml,music_and_entertainment,19
Albarra-Set007Problem15207.xml,default_category,19
AliaK-NaVloPoMo26Day26SultanAhmetHagiaSofia834.xml,travel,19
Andresworld-BigSamsFunkyNationLiveAtCargo338.xml,music_and_entertainment,19
Anglicantv-ACC14FridayVideoTape1Part1338.xml,religion,19
Anglicantv-ACC14FridayVideoTape1Part2527.xml,religion,19
Anglicantv-FCA2009BishopBenn159.xml,religion,19
Anglicantv-FCA2009RevRoberts569.xml,religion,19
Aramistech-ChoosingTheRightMP3Player813.xml,technology,19
Aramistech-UpgradingYourMotherboard513.xml,technology,19
AnimalTVorg-movie_107997.xml,default_category,20
AbsoluteDisaster-CraigTheWerewolf1753.xml,comedy,21
Andresworld-TheSecretOfAMojito234.xml,personal_or_auto-biographical,21
Aptureinc-OpenCongressBrowserWithIntegratedYouTubeChannelsAndTwitt197.xml,politics,21
Aabbey1-MicahGoodmanTheComplexitiesOfIsraeliIdentity348.xml,religion,22
Aaronjupiter-MuscleUp759.xml,documentary,22
Adobedreamer-ThePropertiesOfDreamweaverCS3330.xml,technology,22
Agimble-TheProfitPartnerPresentsFrazierOLeary476.xml,business,22
Ansmtug-VMwareManagementWithPowerShell173.xml,technology,22
Alfocus-BannedBooksWeekIdLikeToFindBLEEP872.xml,default_category,23
Alleyno-EP33TheZeigtgeistMovementDontMindTheMenBehindTheCurt802.xml,documentary,24
210tvmusic-InterviewWithVerityBandAtTheWarhol635.xml,music_and_entertainment,25
8bitjoystick-TiggaRyuDaCatsAwesomeOutsideAdventure537.xml,default_category,25
Aabbey1-DavidHartmanTheContingentFeatureOfTheJewishViewOfHisto566.xml,religion,25
Aabbey1-DonnielHartmanHowDreamsForFutureCanBecomeNightmaresFor365.xml,religion,25
Aabbey1-DonnielHartmanStoriesOfTheProphets646.xml,religion,25
Aabbey1-ShalomHartmanInstitutesInnovativeTheologyConference661.xml,religion,25
ABCNewspapers-BlackBeltGranny347.xml,the_mainstream_media,25
Adobedreamer-ApplicationWorkspaceOverview128.xml,educational,25
Adobedreamer-CleaningUpYourCode369.xml,technology,25
Adobedreamer-CodeToolbar161.xml,educational,25
Adobedreamer-DreamweaverViewOptions911.xml,educational,25
Adobedreamer-TheStructureOfXMLCode806.xml,technology,25
Agaelebe-14EDTEDCarlosBrando444.xml,conferences_and_other_events,25
AGORAVIDEOS4-animalesNocturnosEnElESTAS405.xml,default_category,25
Albarra-Set007Problem2326.xml,default_category,25
Anglicantv-AnglicanReport1FromGenCon2009156.xml,religion,25
Anglicantv-ArchbishopDucansSermon486.xml,religion,25
Anglicantv-FCA2009ArchbishopVenables921.xml,religion,25
Anglicantv-FCA2009InterviewWithArchbishopJensenAndArchbishopVeneabl988.xml,religion,25
Annexdshow-AnnexdShortsCarlsImpressions905.xml,comedy,25
ArahanClaveau-BeyondHuman746.xml,art,25
Aramistech-AsusEeepc1005HAReview559.xml,technology,25
Aramistech-LCDOrPlasma881.xml,technology,25
Aramistech-PimpYourMacMiniPart1405.xml,technology,25
Aramistech-PlanetOfTheJelliesGame983.xml,gaming,25
Aramistech-RegistryCleanerFix597.xml,technology,25
Aramistech-RemoteAccessAnywhereFREEOnTheIphonePART2475.xml,technology,25
Aramistech-TaurusMillenniumProPT140Part2805.xml,technology,25
AlanTaylor925-FalklandsWarRemembrance209.xml,educational,26
Albarra-QuranPart5845.xml,educational,26
Aramistech-3TipsForYoutubeAndYourBlog218.xml,technology,26
Albarra-latexshort711.xml,default_category,27
Anham-linkfluenceLinkspreadOrangeIPhone3GFr960.xml,business,27
Abird-ThrownFromTheHolidayTrain826.xml,default_category,28
Adobefireworks-FireworksSmartWebIntergration409.xml,educational,28
Aptureinc-AptureGettingStartedVideo373.xml,technology,28
1801Media-iPhone3GWhatDoPeopleKnow259.xml,default_category,29
Aabbey1-MajorityAndMinorityInJewishLifeNoamZoharLLR668.xml,religion,29
AnimalTVorg-movie_20361.xml,documentary,29
Aramistech-ZuneOrIpod123.xml,technology,29
AnimalTVorg-movie_85664.xml,default_category,30
AGORANEWS3-Villaverde01175.xml,citizen_journalism,31
Alexodam-NameCompetition565.xml,technology,31
AliaK-VloMo08Day3PalmBeachSydney662.xml,travel,31
Allusel-AquaticaTheUnderwaterAdventure954.xml,gaming,31
AmnestyVlaanderen-GeertHosteSteuntAungSanSuuKyi704.xml,default_category,31
11minutu-EntrevistaAntonioBasagoitiPolitika2011Minutu265.xml,documentary,32
571mul470r-OhhhhhhBama392.xml,the_environment,32
Aabbey1-DavidHartmanChallengesFacingModernJewryInIsraelAndTheD328.xml,religion,32
Aabbey1-HolyEnvyLecturesOnReligiousPluralismInHonorOfKristerSt239.xml,religion,32
ACDigest-AnnapolisCityDigest108396.xml,default_category,32
ACMNational-NCMR2008Spectrum20UsingPublicAirwavesToBuildTheFuture928.xml,technology,32
Actorschecklist-ArgentinasBikinisAndSoccerBallsTranceBandTSpigotJunebugs517.xml,default_category,32
Actorschecklist-DeadlyPursuitCarChaseThrillerFastestBassGuitaristHollywo111.xml,music_and_entertainment,32
Adobedreamer-HTMLTutorial576.xml,educational,32
Adobedreamer-TheBasics983.xml,educational,32
Adobedreamer-using_mysql_admin852.xml,technology,32
Adobefireworks-ImportAndExportWithFireworksCS3111.xml,educational,32
Adobefireworks-WorkingWithLayersCS3Style263.xml,educational,32
Agaelebe-ResultsONDayAleksandarMandic715.xml,conferences_and_other_events,32
AIMTV-SeymourHershUSIsFundingAlQaedaToCounterIran937.xml,politics,32
AlanTaylor925-LastVoyageOfTheQE2755.xml,school_and_education,32
Albarra-part5590.xml,default_category,32
Albarra-QuranPart2675.xml,educational,32
Albarra-whs2_1932.xml,educational,32
Andersonuniversity-SimManDedication503.xml,educational,32
Anglicantv-RickWarrenWelcome39thProvinceOfAnglicanChurch482.xml,religion,32
AnimalTVorg-movie_84755.xml,default_category,32
Apfelphone-SpecialEvent2009In7Minutes353.xml,videoblogging,32
Appshow-AppShow1727.xml,default_category,32
ArchiveTVClassics-gam1_512kb540.xml,movies_and_television,33
ArchiveTVClassics-gam4_512kb544.xml,movies_and_television,33
ArchiveTVClassics-radarmen_chapter2_512kb836.xml,movies_and_television,33
ArchiveTVClassics-radarmen_chapter4_512kb983.xml,movies_and_television,33
210tvmusic-VerityBandRawAndUncut354.xml,music_and_entertainment,34
8bitjoystick-DaveHorsey_seattlePi_eventmp4203.xml,default_category,34
Aabbey1-DonnielHartmanGenesis1822970.xml,religion,34
Aabbey1-DonnielHartmanOnRoshHashana5769RethinkWhoYouAre237.xml,religion,34
Aabbey1-RachelSabathBeitHalachmiThreeModelsOfTorahOnCelebrating136.xml,religion,34
Aabbey1-SoloveitchikTheRabbiAndHartmanThePhilosopher602.xml,videoblogging,34
ABCNewspapers-ChemnitzerConcertina100.xml,the_mainstream_media,34
Acnethai-EP4HowToMakeUpForAcneFromBobbiBrown565.xml,health,34
Adobedreamer-CoveredInTisCourse132.xml,educational,34
Adventcalendar-December17th902.xml,default_category,34
Aerobroken-ABNRockUpdate11072008WS229.xml,music_and_entertainment,34
Aerobroken-ABNRockUpdate12052008776.xml,music_and_entertainment,34
Agahran-ClosetCollapsePart1534.xml,personal_or_auto-biographical,34
ALAOIF-CoryDoctorowPrivacyIsItTimeForARevolution901.xml,conferences_and_other_events,34
Alawash-PalReveresOrBenedictArnoldsWhistleblowingInThePost911Ag621.xml,conferences_and_other_events,34
Albarra-12_2_41158.xml,default_category,34
Albarra-12_2_56990.xml,default_category,34
Albarra-3_4637.xml,educational,34
Albarra-A1_4865.xml,default_category,34
Albarra-activity2_1946.xml,educational,34
Albarra-limitCalculusMathDerivativeTangentLineLinearEquationInte958.xml,default_category,34
Albarra-MA123Set005Part3124.xml,default_category,34
Albarra-MeanValueTheorem1456.xml,educational,34
Albarra-MeanValueTheorem2541.xml,educational,34
Albarra-part12675.xml,default_category,34
Albarra-Problem12217124.xml,default_category,34
Albarra-Problem12315755.xml,educational,34
Albarra-Problem12322851.xml,educational,34
Albarra-Problem1234514.xml,educational,34
Albarra-QuranPart1_2ndversion977.xml,educational,34
Albarra-Set007Problem10354.xml,default_category,34
Albarra-Set007Problem6316.xml,default_category,34
Alefarendsen-SpringSourceToolSuiteErrorAnalysis486.xml,default_category,34
Alienbabeltech-JohnCarmackCriticizesPhysX861.xml,gaming,34
Andmau-Brujitas947.xml,default_category,34
Andrekleinnett-DSCN0070250.xml,default_category,34
Andrekleinnett-DSCN1137531.xml,default_category,34
Andrekleinnett-R9D091495.xml,default_category,34
Andresworld-PablosFinestHourVantagePoint725.xml,music_and_entertainment,34
Anglicantv-BihsopDucanSpeaksToTheInauguralAssemblyOfACNA687.xml,religion,34
Arincrumley-arinCrumleyAsTheDustSettlesProduction08_22_08548.xml,videoblogging,34
