video,category,cluster
ArchiveTVClassics-radarmen_chapter9_512kb944.xml,movies_and_television,0
Abird-ThrownFromTheHolidayTrain826.xml,default_category,1
AceWebsites-HowToFindAndInstallATheme591.xml,default_category,1
Actorschecklist-ArgentinasBikinisAndSoccerBallsTranceBandTSpigotJunebugs517.xml,default_category,1
Adobedreamer-TheDocumentToolbar845.xml,web_development_and_sites,1
Adobefireworks-FireworksSmartWebIntergration409.xml,educational,1
AlanTaylor925-EdinburghFestivalFringe114.xml,comedy,1
AlanTaylor925-FalklandsWarRemembrance209.xml,educational,1
Albarra-latexshort711.xml,default_category,1
Albarra-QuranPart5845.xml,educational,1
Albarra-whs2_1932.xml,educational,1
AnimalTVorg-movie_100357.xml,default_category,1
AnimalTVorg-movie_84755.xml,default_category,1
Aptureinc-AptureGettingStartedVideo373.xml,technology,1
Aptureinc-ApturePlatformTour870.xml,default_category,1
Aramistech-3TipsForYoutubeAndYourBlog218.xml,technology,1
ACDigest-AnnapolisCityDigest108396.xml,default_category,2
ACMNational-NCMR2008Spectrum20UsingPublicAirwavesToBuildTheFuture928.xml,technology,2
Alleyno-EP33TheZeigtgeistMovementDontMindTheMenBehindTheCurt802.xml,documentary,2
Anglicantv-AMW2009TeachingThree610.xml,religion,2
Aramistech-WatchNetflixOnYourTVAndInYourCar936.xml,technology,2
Arincrumley-CantWeAllJustGetALong760.xml,educational,2
ArchiveTVClassics-ep2_512kb507.xml,movies_and_television,3
ArchiveTVClassics-part11_512kb577.xml,movies_and_television,3
ArchiveTVClassics-radarmen_chapter2_512kb836.xml,movies_and_television,4
11minutu-EntrevistaAntonioBasagoitiPolitika2011Minutu265.xml,documentary,5
Aabbey1-HolyEnvyLecturesOnReligiousPluralismInHonorOfKristerSt239.xml,religion,5
Actorschecklist-DeadlyPursuitCarChaseThrillerFastestBassGuitaristHollywo111.xml,music_and_entertainment,5
Actorschecklist-TurboTheTrailerAndFilmComposerJermaineStegallConductsTh636.xml,default_category,5
Adobedreamer-DreamweaverViewOptions911.xml,educational,5
Adobedreamer-using_mysql_admin852.xml,technology,5
Adobedreamer-XMLBasics582.xml,technology,5
Adobefireworks-ImportAndExportWithFireworksCS3111.xml,educational,5
Adobefireworks-WorkingWithLayersCS3Style263.xml,educational,5
Agaelebe-ResultsONDayAleksandarMandic715.xml,conferences_and_other_events,5
AlanTaylor925-ALANANDREWTAYLORFILMMAKERSHOWREEL915.xml,personal_or_auto-biographical,5
AlanTaylor925-AloneShortFilm417.xml,movies_and_television,5
AlanTaylor925-EdinburghFestivalCavalcade544.xml,music_and_entertainment,5
AlanTaylor925-LastVoyageOfTheQE2755.xml,school_and_education,5
Albarra-part5590.xml,default_category,5
Alecmuffett-ITFuturologyWhatCouldHappenToTheWebBy2012423.xml,technology,5
Alfocus-BannedBooksWeekIdLikeToFindBLEEP872.xml,default_category,5
Andersonuniversity-SimManDedication503.xml,educational,5
AnimalTVorg-movie_85664.xml,default_category,5
Annexdshow-AnnexdShortsCarlsImpressions905.xml,comedy,5
Antonwithagen-Wired665.xml,documentary,5
Appshow-AppShow1727.xml,default_category,5
Aramistech-FlipVideoCamcorderRecordYourself153.xml,technology,5
Aramistech-RegistryCleanerFix597.xml,technology,5
Aramistech-RemoteAccessAnywhereFREEOnTheIphonePART2475.xml,technology,5
Aramistech-WirelessNForYourMacMini850.xml,technology,5
ArchiveTVClassics-gam1_512kb540.xml,movies_and_television,6
ArchiveTVClassics-gam4_512kb544.xml,movies_and_television,6
ArchiveTVClassics-radarmen_chapter4_512kb983.xml,movies_and_television,6
ArchiveTVClassics-ep5_512kb903.xml,movies_and_television,7
ArchiveTVClassics-ep9_512kb845.xml,movies_and_television,7
AbsoluteDisaster-CraigTheWerewolf1753.xml,comedy,8
Alexodam-NameCompetition565.xml,technology,8
AnimalTVorg-movie_107997.xml,default_category,8
ACDigest-AnnapolisCityDigest103551.xml,default_category,9
ACDigest-AnnapolisCityDigest107788.xml,default_category,9
Apfelphone-SpecialEvent2009In7Minutes353.xml,videoblogging,9
10zenmonkeys-DearInternetImSorry675.xml,technology,10
11minutu-EntrevistaJuanJosIbarretxePolitika2011Minutu923.xml,documentary,10
210tvmusic-InterviewWithVerityBandAtTheWarhol635.xml,music_and_entertainment,10
210tvmusic-VerityBandRawAndUncut354.xml,music_and_entertainment,10
8bitjoystick-DaveHorsey_seattlePi_eventmp4203.xml,default_category,10
8bitjoystick-TiggaRyuDaCatsAwesomeOutsideAdventure537.xml,default_category,10
Aabbey1-DavidHartmanTheContingentFeatureOfTheJewishViewOfHisto566.xml,religion,10
Aabbey1-DonnielHartmanGenesis1822970.xml,religion,10
Aabbey1-DonnielHartmanHowDreamsForFutureCanBecomeNightmaresFor365.xml,religion,10
Aabbey1-DonnielHartmanOnRoshHashana5769RethinkWhoYouAre237.xml,religion,10
Aabbey1-DonnielHartmanStoriesOfTheProphets646.xml,religion,10
Aabbey1-ParadigmsOfResponseInPostHolocaustPhilosophyRabbiRachelS920.xml,religion,10
Aabbey1-RachelSabathBeitHalachmiThreeModelsOfTorahOnCelebrating136.xml,religion,10
Aabbey1-ShalomHartmanInstitutesInnovativeTheologyConference661.xml,religion,10
Aabbey1-SoloveitchikTheRabbiAndHartmanThePhilosopher602.xml,videoblogging,10
ABCNewspapers-ChemnitzerConcertina100.xml,the_mainstream_media,10
Acnethai-414.xml,health,10
