video,category,cluster
11minutu-EntrevistaAntonioBasagoitiPolitika2011Minutu265.xml,documentary,0
ACDigest-AnnapolisCityDigest108396.xml,default_category,0
ACMNational-NCMR2008Spectrum20UsingPublicAirwavesToBuildTheFuture928.xml,technology,0
Aramistech-WatchNetflixOnYourTVAndInYourCar936.xml,technology,0
10zenmonkeys-DearInternetImSorry675.xml,technology,1
11minutu-EntrevistaJuanJosIbarretxePolitika2011Minutu923.xml,documentary,1
Aabbey1-ShalomHartmanInstitutesInnovativeTheologyConference661.xml,religion,1
Actorschecklist-TurboTheTrailerAndFilmComposerJermaineStegallConductsTh636.xml,default_category,1
Adobedreamer-XMLBasics582.xml,technology,1
Aerobroken-ABNRockUpdate11212008339.xml,music_and_entertainment,1
AGORAVIDEOS4-animalesNocturnosEnElESTAS405.xml,default_category,1
AlanTaylor925-ALANANDREWTAYLORFILMMAKERSHOWREEL915.xml,personal_or_auto-biographical,1
AlanTaylor925-AloneShortFilm417.xml,movies_and_television,1
AlanTaylor925-EdinburghFestivalCavalcade544.xml,music_and_entertainment,1
Albarra-Set007Problem15207.xml,default_category,1
Alexodam-NameCompetition565.xml,technology,1
AliaK-NaVloPoMo26Day26SultanAhmetHagiaSofia834.xml,travel,1
Allusel-AquaticaTheUnderwaterAdventure954.xml,gaming,1
Andresworld-BigSamsFunkyNationLiveAtCargo338.xml,music_and_entertainment,1
Andresworld-TheSecretOfAMojito234.xml,personal_or_auto-biographical,1
Anglicantv-ACC14FridayVideoTape1Part1338.xml,religion,1
Anglicantv-ACC14FridayVideoTape1Part2527.xml,religion,1
Anglicantv-ACNA2009PressConference187.xml,religion,1
Anglicantv-AnglicanReport1FromGenCon2009156.xml,religion,1
Anglicantv-ArchbishopDucansSermon486.xml,religion,1
Anglicantv-FCA2009ArchbishopVenables921.xml,religion,1
Anglicantv-FCA2009BishopBenn159.xml,religion,1
Anglicantv-FCA2009InterviewWithArchbishopJensenAndArchbishopVeneabl988.xml,religion,1
Anglicantv-FCA2009RevRoberts569.xml,religion,1
AnimalTVorg-movie_107997.xml,default_category,1
AnimalTVorg-movie_85664.xml,default_category,1
Aptureinc-OpenCongressBrowserWithIntegratedYouTubeChannelsAndTwitt197.xml,politics,1
Aramistech-AsusEeepc1005HAReview559.xml,technology,1
Aramistech-ChoosingTheRightMP3Player813.xml,technology,1
