video,category,cluster
AbsoluteDisaster-CraigTheWerewolf1753.xml,comedy,0
Actorschecklist-TurboTheTrailerAndFilmComposerJermaineStegallConductsTh636.xml,default_category,0
Aramistech-LCDOrPlasma881.xml,technology,0
11minutu-EntrevistaJuanJosIbarretxePolitika2011Minutu923.xml,documentary,1
ABCNewspapers-BlackBeltGranny347.xml,the_mainstream_media,1
Adobefireworks-BlurDodgeAndSharpen840.xml,educational,1
Adventcalendar-December18th499.xml,educational,1
Amberlrhea-ThanksForTheMemoriesNowGetOutOfMyClosetEpisode3696.xml,personal_or_auto-biographical,1
1801Media-iPhone3GWhatDoPeopleKnow259.xml,default_category,2
AliaK-NaVloPoMo26Day26SultanAhmetHagiaSofia834.xml,travel,2
AnimalTVorg-movie_20361.xml,documentary,2
Anham-linkfluenceLinkspreadOrangeIPhone3GFr960.xml,business,3
AlanTaylor925-FalklandsWarRemembrance209.xml,educational,4
Aramistech-3TipsForYoutubeAndYourBlog218.xml,technology,4
AlanTaylor925-EdinburghFestivalFringe114.xml,comedy,5
Alleyno-EP33TheZeigtgeistMovementDontMindTheMenBehindTheCurt802.xml,documentary,5
Aramistech-FlipVideoCamcorderRecordYourself153.xml,technology,5
Aabbey1-DonnielHartmanIsraelsStrugglesInGazaToFightAJustWarIn468.xml,videoblogging,6
Adobedreamer-Introduction127.xml,educational,6
Adobedreamer-WhatIsMySQL343.xml,technology,6
Adobefireworks-BrushPreserve315.xml,educational,6
Adobefireworks-ImageMasks896.xml,educational,6
Adventcalendar-December15th618.xml,educational,6
Agaelebe-RubyRailsNoMundoRealFbioKung992.xml,default_category,6
Albarra-12_2_29518.xml,default_category,6
Albarra-A1_4865.xml,default_category,6
Albarra-AlbarraR3_3_1to3911904.xml,default_category,6
Albarra-part12675.xml,default_category,6
Albarra-Set007Problem10354.xml,default_category,6
Albarra-Set007Problem6316.xml,default_category,6
AmnestyVlaanderen-AnnVanElsen532.xml,default_category,6
AmnestyVlaanderen-BartPeetersSteuntSharifOmarEnZijnDorpJayyus321.xml,default_category,6
Aabbey1-MicahGoodmanTheComplexitiesOfIsraeliIdentity348.xml,religion,7
Aaronjupiter-MuscleUp759.xml,documentary,7
Adobedreamer-ThePropertiesOfDreamweaverCS3330.xml,technology,7
Ansmtug-VMwareManagementWithPowerShell173.xml,technology,7
Albarra-QuranPart5845.xml,educational,8
8bitjoystick-DaveHorsey_seattlePi_eventmp4203.xml,default_category,9
Aabbey1-MajorityAndMinorityInJewishLifeNoamZoharLLR668.xml,religion,10
AlanTaylor925-AloneShortFilm417.xml,movies_and_television,10
Alawash-PalReveresOrBenedictArnoldsWhistleblowingInThePost911Ag621.xml,conferences_and_other_events,10
Albarra-Set007Problem15207.xml,default_category,10
Andresworld-BigSamsFunkyNationLiveAtCargo338.xml,music_and_entertainment,10
Anglicantv-ACC14FridayVideoTape1Part1338.xml,religion,10
Anglicantv-ACC14FridayVideoTape1Part2527.xml,religion,10
Anglicantv-AMW2009TeachingThree610.xml,religion,11
Arincrumley-CantWeAllJustGetALong760.xml,educational,11
11minutu-EntrevistaAntonioBasagoitiPolitika2011Minutu265.xml,documentary,12
571mul470r-OhhhhhhBama392.xml,the_environment,12
Aabbey1-HolyEnvyLecturesOnReligiousPluralismInHonorOfKristerSt239.xml,religion,12
Abird-ThrownFromTheHolidayTrain826.xml,default_category,12
ACMNational-NCMR2008Spectrum20UsingPublicAirwavesToBuildTheFuture928.xml,technology,12
Actorschecklist-ArgentinasBikinisAndSoccerBallsTranceBandTSpigotJunebugs517.xml,default_category,12
Actorschecklist-DeadlyPursuitCarChaseThrillerFastestBassGuitaristHollywo111.xml,music_and_entertainment,12
Adobedreamer-TheBasics983.xml,educational,12
Adobefireworks-WorkingWithLayersCS3Style263.xml,educational,12
AlanTaylor925-LastVoyageOfTheQE2755.xml,school_and_education,12
Andersonuniversity-SimManDedication503.xml,educational,12
Anglicantv-RickWarrenWelcome39thProvinceOfAnglicanChurch482.xml,religion,12
AnimalTVorg-movie_84755.xml,default_category,12
Appshow-AppShow1727.xml,default_category,12
Albarra-latexshort711.xml,default_category,13
Albarra-whs2_1932.xml,educational,13
Adobedreamer-TheDocumentToolbar845.xml,web_development_and_sites,14
ArchiveTVClassics-ep5_512kb903.xml,movies_and_television,15
ArchiveTVClassics-ep6_512kb569.xml,movies_and_television,15
ArchiveTVClassics-ep9_512kb845.xml,movies_and_television,15
Albarra-QuranPart2675.xml,educational,16
Aramistech-RemoteAccessAnywhereFREEOnTheIphonePART2475.xml,technology,17
AnimalTVorg-movie_125153.xml,default_category,18
Alexodam-NameCompetition565.xml,technology,19
AnimalTVorg-movie_107997.xml,default_category,19
Aramistech-ZuneOrIpod123.xml,technology,20
Antonwithagen-Wired665.xml,documentary,21
AceWebsites-HowToFindAndInstallATheme591.xml,default_category,22
Adobedreamer-using_mysql_admin852.xml,technology,22
Adobefireworks-FireworksSmartWebIntergration409.xml,educational,22
Adobefireworks-ImportAndExportWithFireworksCS3111.xml,educational,22
Albarra-part5590.xml,default_category,22
ArchiveTVClassics-radarmen_chapter9_512kb944.xml,movies_and_television,23
ACDigest-AnnapolisCityDigest108396.xml,default_category,24
Aabbey1-DonnielHartmanGenesis1822970.xml,religion,25
Aabbey1-DonnielHartmanOnRoshHashana5769RethinkWhoYouAre237.xml,religion,25
Aabbey1-SoloveitchikTheRabbiAndHartmanThePhilosopher602.xml,videoblogging,25
ABCNewspapers-ChemnitzerConcertina100.xml,the_mainstream_media,25
Adobedreamer-CoveredInTisCourse132.xml,educational,25
Adventcalendar-December17th902.xml,default_category,25
Aerobroken-ABNRockUpdate11072008WS229.xml,music_and_entertainment,25
Aerobroken-ABNRockUpdate12052008776.xml,music_and_entertainment,25
Agahran-ClosetCollapsePart1534.xml,personal_or_auto-biographical,25
ALAOIF-CoryDoctorowPrivacyIsItTimeForARevolution901.xml,conferences_and_other_events,25
Albarra-12_2_41158.xml,default_category,25
Albarra-12_2_56990.xml,default_category,25
Albarra-3_4637.xml,educational,25
Albarra-activity2_1946.xml,educational,25
Albarra-limitCalculusMathDerivativeTangentLineLinearEquationInte958.xml,default_category,25
Albarra-MeanValueTheorem2541.xml,educational,25
Albarra-Problem12217124.xml,default_category,25
Albarra-Problem12315755.xml,educational,25
Albarra-Problem12322851.xml,educational,25
Albarra-Problem1234514.xml,educational,25
Albarra-QuranPart1_2ndversion977.xml,educational,25
Alefarendsen-SpringSourceToolSuiteErrorAnalysis486.xml,default_category,25
AliaK-VloMo08Day3PalmBeachSydney662.xml,travel,25
Andrekleinnett-R9D091495.xml,default_category,25
Arincrumley-arinCrumleyAsTheDustSettlesProduction08_22_08548.xml,videoblogging,25
210tvmusic-VerityBandRawAndUncut354.xml,music_and_entertainment,26
Acnethai-414.xml,health,26
Agaelebe-14EDTEDCarlosBrando444.xml,conferences_and_other_events,26
Alienbabeltech-JohnCarmackCriticizesPhysX861.xml,gaming,26
AmnestyVlaanderen-GeertHosteSteuntAungSanSuuKyi704.xml,default_category,26
Andresworld-PablosFinestHourVantagePoint725.xml,music_and_entertainment,26
Adobedreamer-ConstructionOfABasicWebsite690.xml,educational,27
ArchiveTVClassics-BH08_Jethro_Goes_To_School_512kb502.xml,movies_and_television,27
ArchiveTVClassics-BH16_Back_To_Californy_512kb345.xml,movies_and_television,27
ArchiveTVClassics-BH20_Jed_Throws_A_WingDing_512kb959.xml,movies_and_television,27
AGORANEWS3-Villaverde01175.xml,citizen_journalism,28
AlanTaylor925-ALANANDREWTAYLORFILMMAKERSHOWREEL915.xml,personal_or_auto-biographical,28
Allusel-AquaticaTheUnderwaterAdventure954.xml,gaming,28
10zenmonkeys-DearInternetImSorry675.xml,technology,29
210tvmusic-InterviewWithVerityBandAtTheWarhol635.xml,music_and_entertainment,29
AlanTaylor925-EdinburghFestivalCavalcade544.xml,music_and_entertainment,29
Anglicantv-BihsopDucanSpeaksToTheInauguralAssemblyOfACNA687.xml,religion,29
ArahanClaveau-BeyondHuman746.xml,art,29
Aramistech-WirelessNForYourMacMini850.xml,technology,30
Aabbey1-DonnielHartmanHowDreamsForFutureCanBecomeNightmaresFor365.xml,religion,31
Aabbey1-ShalomHartmanInstitutesInnovativeTheologyConference661.xml,religion,31
Adobedreamer-CleaningUpYourCode369.xml,technology,31
Adobedreamer-TheStructureOfXMLCode806.xml,technology,31
AGORAVIDEOS4-animalesNocturnosEnElESTAS405.xml,default_category,31
Anglicantv-AnglicanReport1FromGenCon2009156.xml,religion,31
Anglicantv-ArchbishopDucansSermon486.xml,religion,31
Anglicantv-FCA2009ArchbishopVenables921.xml,religion,31
Anglicantv-FCA2009InterviewWithArchbishopJensenAndArchbishopVeneabl988.xml,religion,31
Annexdshow-AnnexdShortsCarlsImpressions905.xml,comedy,31
Aramistech-TaurusMillenniumProPT140Part2805.xml,technology,31
Adobedreamer-XMLBasics582.xml,technology,32
Aerobroken-ABNRockUpdate11212008339.xml,music_and_entertainment,32
Anglicantv-FCA2009BishopBenn159.xml,religion,32
Anglicantv-FCA2009RevRoberts569.xml,religion,32
Aramistech-ChoosingTheRightMP3Player813.xml,technology,32
Aramistech-UpgradingYourMotherboard513.xml,technology,32
Aramistech-RegistryCleanerFix597.xml,technology,33
Adobedreamer-Basics313.xml,educational,34
Adobedreamer-HowToCreateAnEmailLink283.xml,technology,34
Adobedreamer-HTMLTutorial576.xml,educational,34
Adobedreamer-TheInsertBar208.xml,web_development_and_sites,34
Adobedreamer-CreatingNewPages952.xml,technology,35
Albarra-Review3SectionIProblem6397.xml,default_category,35
Albarra-SubtractionMadeEasy779.xml,default_category,35
Alecmuffett-Reuse20563.xml,default_category,35
Arincrumley-ArinCrumleyASTHEDUSTSETTLESPreproduction82108199.xml,videoblogging,35
ArchiveTVClassics-BH02_Getting_Settled_512kb315.xml,movies_and_television,36
Andresworld-PetestockTheGrandTour834.xml,music_and_entertainment,37
ArchiveTVClassics-ep12_512kb188.xml,movies_and_television,37
ArchiveTVClassics-gam13_512kb201.xml,movies_and_television,37
Aramistech-WatchNetflixOnYourTVAndInYourCar936.xml,technology,38
Andresworld-TheSecretOfAMojito234.xml,personal_or_auto-biographical,39
Alfocus-BannedBooksWeekIdLikeToFindBLEEP872.xml,default_category,40
