video,category,cluster
Aabbey1-MajorityAndMinorityInJewishLifeNoamZoharLLR668.xml,religion,0
Aabbey1-ParadigmsOfResponseInPostHolocaustPhilosophyRabbiRachelS920.xml,religion,0
Aramistech-AsusEeepc1005HAReview559.xml,technology,0
Aramistech-ChoosingTheRightMonitor697.xml,technology,0
Adobedreamer-HowToCreateAnEmailLink283.xml,technology,1
Adobedreamer-TheInsertBar208.xml,web_development_and_sites,1
Adobedreamer-WhatIsMySQL343.xml,technology,1
Adobefireworks-BlurDodgeAndSharpen840.xml,educational,1
Adobefireworks-ImageMasks896.xml,educational,1
Agaelebe-RubyRailsNoMundoRealFbioKung992.xml,default_category,1
Albarra-Set007Problem7852.xml,default_category,1
Albarra-Set007Problem8407.xml,default_category,1
Arincrumley-AdventuresInSelfDistributionPanelPowerToThePixel195.xml,business,1
Aabbey1-MicahGoodmanTheComplexitiesOfIsraeliIdentity348.xml,religion,2
Aaronjupiter-MuscleUp759.xml,documentary,2
Adobedreamer-ThePropertiesOfDreamweaverCS3330.xml,technology,2
Ansmtug-VMwareManagementWithPowerShell173.xml,technology,2
Actorschecklist-ArgentinasBikinisAndSoccerBallsTranceBandTSpigotJunebugs517.xml,default_category,3
Actorschecklist-DeadlyPursuitCarChaseThrillerFastestBassGuitaristHollywo111.xml,music_and_entertainment,3
Actorschecklist-TurboTheTrailerAndFilmComposerJermaineStegallConductsTh636.xml,default_category,3
AlanTaylor925-AloneShortFilm417.xml,movies_and_television,3
Aramistech-ZuneOrIpod123.xml,technology,4
Aramistech-RemoteAccessAnywhereFREEOnTheIphonePART2475.xml,technology,5
AGORANEWS3-Villaverde01175.xml,citizen_journalism,6
Alexodam-NameCompetition565.xml,technology,6
AmnestyVlaanderen-GeertHosteSteuntAungSanSuuKyi704.xml,default_category,6
Agaelebe-ResultsONDayAleksandarMandic715.xml,conferences_and_other_events,7
Albarra-QuranPart2675.xml,educational,7
Andmau-Brujitas947.xml,default_category,8
Andrekleinnett-DSCN0070250.xml,default_category,8
Andrekleinnett-DSCN1137531.xml,default_category,8
571mul470r-OhhhhhhBama392.xml,the_environment,9
AnimalTVorg-movie_84755.xml,default_category,9
AnimalTVorg-movie_107997.xml,default_category,10
210tvmusic-InterviewWithVerityBandAtTheWarhol635.xml,music_and_entertainment,11
Acnethai-EP4HowToMakeUpForAcneFromBobbiBrown565.xml,health,11
AlanTaylor925-EdinburghFestivalCavalcade544.xml,music_and_entertainment,11
Alawash-PalReveresOrBenedictArnoldsWhistleblowingInThePost911Ag621.xml,conferences_and_other_events,11
Allusel-AquaticaTheUnderwaterAdventure954.xml,gaming,11
Anglicantv-ACNA2009PressConference187.xml,religion,11
ArahanClaveau-BeyondHuman746.xml,art,11
Aramistech-LCDOrPlasma881.xml,technology,11
Anglicantv-AMW2009TeachingThree610.xml,religion,12
Arincrumley-CantWeAllJustGetALong760.xml,educational,12
Antonwithagen-Wired665.xml,documentary,13
AceWebsites-HowToFindAndInstallATheme591.xml,default_category,14
Adobedreamer-Basics313.xml,educational,14
Adobedreamer-HTMLTutorial576.xml,educational,14
Adobedreamer-using_mysql_admin852.xml,technology,14
Adobefireworks-FireworksSmartWebIntergration409.xml,educational,14
Adobefireworks-ImportAndExportWithFireworksCS3111.xml,educational,14
Adobefireworks-WorkingWithLayersCS3Style263.xml,educational,14
AlanTaylor925-LastVoyageOfTheQE2755.xml,school_and_education,14
Albarra-part5590.xml,default_category,14
11minutu-EntrevistaJuanJosIbarretxePolitika2011Minutu923.xml,documentary,15
Adobedreamer-XMLBasics582.xml,technology,15
Aerobroken-ABNRockUpdate11212008339.xml,music_and_entertainment,15
AlanTaylor925-ALANANDREWTAYLORFILMMAKERSHOWREEL915.xml,personal_or_auto-biographical,15
Albarra-Set007Problem15207.xml,default_category,15
Andresworld-BigSamsFunkyNationLiveAtCargo338.xml,music_and_entertainment,15
Anglicantv-ACC14FridayVideoTape1Part1338.xml,religion,15
Anglicantv-ACC14FridayVideoTape1Part2527.xml,religion,15
Anglicantv-FCA2009BishopBenn159.xml,religion,15
Anglicantv-FCA2009RevRoberts569.xml,religion,15
Aramistech-ChoosingTheRightMP3Player813.xml,technology,15
Aramistech-UpgradingYourMotherboard513.xml,technology,15
AnimalTVorg-movie_100357.xml,default_category,16
AbsoluteDisaster-CraigTheWerewolf1753.xml,comedy,17
Adventcalendar-December15th618.xml,educational,17
Adventcalendar-December17th902.xml,default_category,17
Adventcalendar-December18th499.xml,educational,17
AliaK-VloMo08Day3PalmBeachSydney662.xml,travel,17
Amberlrhea-ThanksForTheMemoriesNowGetOutOfMyClosetEpisode3696.xml,personal_or_auto-biographical,17
AmnestyVlaanderen-AnnVanElsen532.xml,default_category,17
ArchiveTVClassics-gam1_512kb540.xml,movies_and_television,18
