video,category,cluster
Aabbey1-ParadigmsOfResponseInPostHolocaustPhilosophyRabbiRachelS920.xml,religion,0
Acnethai-414.xml,health,0
Adobedreamer-HowToCreateAnEmailLink283.xml,technology,0
Adobedreamer-TheDocumentToolbar845.xml,web_development_and_sites,0
Adobedreamer-TheInsertBar208.xml,web_development_and_sites,0
Adobedreamer-WhatIsMySQL343.xml,technology,0
Adobefireworks-BlurDodgeAndSharpen840.xml,educational,0
Adobefireworks-ImageMasks896.xml,educational,0
Adobefireworks-ImportAndExportWithFireworksCS3111.xml,educational,0
Adventcalendar-December15th618.xml,educational,0
Adventcalendar-December18th499.xml,educational,0
Agaelebe-RubyRailsNoMundoRealFbioKung992.xml,default_category,0
Albarra-latexshort711.xml,default_category,0
Albarra-Set007Problem7852.xml,default_category,0
Albarra-Set007Problem8407.xml,default_category,0
Albarra-whs2_1932.xml,educational,0
Alfocus-FreedomToReadFoundationMidwinterAuthorEventFeaturingLaur843.xml,default_category,0
Amberlrhea-ThanksForTheMemoriesNowGetOutOfMyClosetEpisode3696.xml,personal_or_auto-biographical,0
AmnestyVlaanderen-AnnVanElsen532.xml,default_category,0
Andresworld-TheSecretOfAMojito234.xml,personal_or_auto-biographical,0
AnimalTVorg-movie_100357.xml,default_category,0
Aramistech-ChoosingTheRightMonitor697.xml,technology,0
Aramistech-ChoosingTheRightMP3Player813.xml,technology,0
Aramistech-UpgradingYourMotherboard513.xml,technology,0
Arincrumley-AdventuresInSelfDistributionPanelPowerToThePixel195.xml,business,0
11minutu-EntrevistaAntonioBasagoitiPolitika2011Minutu265.xml,documentary,1
ACDigest-AnnapolisCityDigest108396.xml,default_category,1
ACMNational-NCMR2008Spectrum20UsingPublicAirwavesToBuildTheFuture928.xml,technology,1
Alecmuffett-ITFuturologyWhatCouldHappenToTheWebBy2012423.xml,technology,1
Aramistech-WatchNetflixOnYourTVAndInYourCar936.xml,technology,1
ArchiveTVClassics-ep5_512kb903.xml,movies_and_television,2
ArchiveTVClassics-ep6_512kb569.xml,movies_and_television,2
ArchiveTVClassics-ep9_512kb845.xml,movies_and_television,2
Alleyno-EP33TheZeigtgeistMovementDontMindTheMenBehindTheCurt802.xml,documentary,3
ArchiveTVClassics-ep12_512kb188.xml,movies_and_television,4
ArchiveTVClassics-gam1_512kb540.xml,movies_and_television,4
ArchiveTVClassics-gam4_512kb544.xml,movies_and_television,4
ArchiveTVClassics-radarmen_chapter2_512kb836.xml,movies_and_television,4
ArchiveTVClassics-radarmen_chapter4_512kb983.xml,movies_and_television,4
Andresworld-PetestockTheGrandTour834.xml,music_and_entertainment,5
ArchiveTVClassics-ep2_512kb507.xml,movies_and_television,5
ArchiveTVClassics-gam13_512kb201.xml,movies_and_television,5
ArchiveTVClassics-part11_512kb577.xml,movies_and_television,5
Antonwithagen-Wired665.xml,documentary,6
ACDigest-AnnapolisCityDigest103551.xml,default_category,7
ACDigest-AnnapolisCityDigest107788.xml,default_category,7
AIMTV-SeymourHershUSIsFundingAlQaedaToCounterIran937.xml,politics,7
Aptureinc-ApturePlatformTour870.xml,default_category,7
1801Media-iPhone3GWhatDoPeopleKnow259.xml,default_category,8
Aabbey1-MajorityAndMinorityInJewishLifeNoamZoharLLR668.xml,religion,8
AnimalTVorg-movie_20361.xml,documentary,8
Aramistech-ZuneOrIpod123.xml,technology,8
Aabbey1-DonnielHartmanIsraelsStrugglesInGazaToFightAJustWarIn468.xml,videoblogging,9
Adobedreamer-CreatingNewPages952.xml,technology,9
Adobedreamer-Introduction127.xml,educational,9
Adobefireworks-BrushPreserve315.xml,educational,9
Albarra-12_2_29518.xml,default_category,9
Albarra-AlbarraR3_3_1to3911904.xml,default_category,9
Albarra-Review3SectionIProblem6397.xml,default_category,9
Albarra-SubtractionMadeEasy779.xml,default_category,9
Alecmuffett-Reuse20563.xml,default_category,9
AmnestyVlaanderen-BartPeetersSteuntSharifOmarEnZijnDorpJayyus321.xml,default_category,9
AnimalTVorg-movie_125153.xml,default_category,9
Arincrumley-ArinCrumleyASTHEDUSTSETTLESPreproduction82108199.xml,videoblogging,9
11minutu-EntrevistaJuanJosIbarretxePolitika2011Minutu923.xml,documentary,10
