category,cluster,score
art,cluster 19,0.06766917293233082
movies_and_television,cluster 27,0.07063197026022305
web_development_and_sites,cluster 44,0.10810810810810811
politics,cluster 9,0.12162162162162163
music_and_entertainment,cluster 46,0.11526479750778816
technology,cluster 44,0.1172069825436409
educational,cluster 34,0.09830508474576272
religion,cluster 24,0.25868725868725867
travel,cluster 42,0.14
sports,cluster 11,0.08542713567839195
the_environment,cluster 44,0.3673469387755102
school_and_education,cluster 43,0.16981132075471697
health,cluster 4,0.11494252873563218
citizen_journalism,cluster 39,0.12213740458015267
personal_or_auto-biographical,cluster 49,0.19607843137254902
food_and_drink,cluster 49,0.08974358974358974
conferences_and_other_events,cluster 44,0.1232876712328767
gaming,cluster 1,0.06363636363636363
literature,cluster 8,0.21686746987951808
business,cluster 44,0.24705882352941178
the_mainstream_media,cluster 44,0.16091954022988506
autos_and_vehicles,cluster 14,0.2857142857142857
comedy,cluster 54,0.23776223776223776
default_category,cluster 11,0.05454545454545454
videoblogging,cluster 11,0.06198347107438017
documentary,cluster 47,0.06481481481481481
