category,cluster,precision
art,cluster 792,0.15671641791044777
movies_and_television,cluster 953,0.058823529411764705
web_development_and_sites,cluster 102,0.05263157894736842
politics,cluster 674,0.24705882352941178
sports,cluster 792,0.06030150753768844
technology,cluster 942,0.036855036855036855
educational,cluster 1507,0.02702702702702703
school_and_education,cluster 565,0.07547169811320754
travel,cluster 792,0.08
music_and_entertainment,cluster 792,0.08385093167701864
the_environment,cluster 944,0.14285714285714285
religion,cluster 1951,0.11787072243346007
health,cluster 674,0.125
citizen_journalism,cluster 1156,0.061068702290076333
personal_or_auto-biographical,cluster 792,0.058823529411764705
food_and_drink,cluster 2127,0.0641025641025641
conferences_and_other_events,cluster 942,0.04054054054054054
gaming,cluster 792,0.06363636363636363
literature,cluster 1079,0.060240963855421686
business,cluster 944,0.03488372093023256
the_mainstream_media,cluster 1506,0.14606741573033707
autos_and_vehicles,cluster 602,0.14285714285714285
comedy,cluster 792,0.08904109589041095
default_category,cluster 792,0.045180722891566265
videoblogging,cluster 792,0.03292181069958848
documentary,cluster 792,0.03669724770642202
