category,cluster,precision
art,cluster 232,0.2835820895522388
movies_and_television,cluster 659,0.25735294117647056
web_development_and_sites,cluster 548,0.18421052631578946
politics,cluster 1,0.3058823529411765
sports,cluster 232,0.1407035175879397
technology,cluster 548,0.1769041769041769
educational,cluster 548,0.14527027027027026
school_and_education,cluster 659,0.20754716981132076
travel,cluster 232,0.12
music_and_entertainment,cluster 232,0.2577639751552795
the_environment,cluster 589,0.1836734693877551
religion,cluster 1070,0.21673003802281368
health,cluster 1,0.25
citizen_journalism,cluster 548,0.10687022900763359
personal_or_auto-biographical,cluster 232,0.0784313725490196
food_and_drink,cluster 659,0.11538461538461539
conferences_and_other_events,cluster 548,0.17567567567567569
gaming,cluster 232,0.11818181818181818
literature,cluster 483,0.18072289156626506
business,cluster 1,0.09302325581395349
the_mainstream_media,cluster 548,0.24719101123595505
autos_and_vehicles,cluster 548,0.2857142857142857
comedy,cluster 659,0.1780821917808219
default_category,cluster 232,0.09939759036144578
videoblogging,cluster 232,0.09053497942386832
documentary,cluster 232,0.09174311926605505
