category,cluster,precision
art,cluster 613,0.19402985074626866
movies_and_television,cluster 743,0.0661764705882353
web_development_and_sites,cluster 443,0.07894736842105263
politics,cluster 512,0.28907563025210087
sports,cluster 613,0.07035175879396985
technology,cluster 737,0.07371007371007371
educational,cluster 1098,0.06418918918918919
school_and_education,cluster 1180,0.07547169811320754
travel,cluster 613,0.12
music_and_entertainment,cluster 613,0.15838509316770186
the_environment,cluster 741,0.16326530612244897
religion,cluster 906,0.17490494296577946
health,cluster 512,0.14772727272727273
citizen_journalism,cluster 1499,0.061068702290076333
personal_or_auto-biographical,cluster 613,0.058823529411764705
food_and_drink,cluster 739,0.0641025641025641
conferences_and_other_events,cluster 737,0.05405405405405406
gaming,cluster 613,0.1
literature,cluster 2051,0.08433734939759036
business,cluster 512,0.05813953488372093
the_mainstream_media,cluster 744,0.20224719101123595
autos_and_vehicles,cluster 74,0.14285714285714285
comedy,cluster 613,0.1095890410958904
default_category,cluster 613,0.05120481927710843
videoblogging,cluster 613,0.053497942386831275
documentary,cluster 613,0.07339449541284404
