category,cluster,precision
art,cluster 1411,0.07462686567164178
movies_and_television,cluster 12,0.003676470588235294
web_development_and_sites,cluster 115,0.02631578947368421
politics,cluster 1004,0.1495798319327731
sports,cluster 1187,0.01507537688442211
technology,cluster 4136,0.009828009828009828
educational,cluster 102,0.006756756756756757
school_and_education,cluster 178,0.018867924528301886
travel,cluster 20,0.02
music_and_entertainment,cluster 1187,0.012422360248447204
the_environment,cluster 4134,0.061224489795918366
religion,cluster 1427,0.03802281368821293
health,cluster 3314,0.13636363636363635
citizen_journalism,cluster 1605,0.030534351145038167
personal_or_auto-biographical,cluster 1426,0.0392156862745098
food_and_drink,cluster 111,0.01282051282051282
conferences_and_other_events,cluster 28,0.013513513513513514
gaming,cluster 14,0.00909090909090909
literature,cluster 833,0.03614457831325301
business,cluster 110,0.011627906976744186
the_mainstream_media,cluster 3259,0.02247191011235955
autos_and_vehicles,cluster 1504,0.14285714285714285
comedy,cluster 2379,0.0684931506849315
default_category,cluster 1004,0.004518072289156626
videoblogging,cluster 2324,0.00823045267489712
documentary,cluster 36,0.009174311926605505
