category,cluster,precision
art,cluster 941,0.1417910447761194
autos_and_vehicles,cluster 445,0.14285714285714285
business,cluster 653,0.023255813953488372
citizen_journalism,cluster 1844,0.03816793893129771
comedy,cluster 1144,0.08904109589041095
conferences_and_other_events,cluster 1826,0.02702702702702703
default_category,cluster 941,0.030120481927710843
documentary,cluster 941,0.03669724770642202
educational,cluster 663,0.02027027027027027
food_and_drink,cluster 124,0.02564102564102564
gaming,cluster 74,0.01818181818181818
health,cluster 1273,0.26136363636363635
literature,cluster 1305,0.04819277108433735
movies_and_television,cluster 1834,0.025735294117647058
music_and_entertainment,cluster 941,0.055900621118012424
personal_or_auto-biographical,cluster 941,0.058823529411764705
politics,cluster 788,0.2218487394957983
religion,cluster 1717,0.06844106463878327
school_and_education,cluster 727,0.03773584905660377
sports,cluster 941,0.05527638190954774
technology,cluster 1143,0.019656019656019656
the_environment,cluster 1146,0.08163265306122448
the_mainstream_media,cluster 1824,0.07865168539325842
travel,cluster 25,0.02
videoblogging,cluster 941,0.0205761316872428
web_development_and_sites,cluster 2696,0.05263157894736842
