category,cluster,precision
art,cluster 57,0.05263157894736842
autos_and_vehicles,cluster 15,0.2857142857142857
business,cluster 48,0.23529411764705882
citizen_journalism,cluster 12,0.10687022900763359
comedy,cluster 62,0.23776223776223776
conferences_and_other_events,cluster 48,0.1095890410958904
default_category,cluster 11,0.045454545454545456
documentary,cluster 17,0.06481481481481481
educational,cluster 48,0.09491525423728814
food_and_drink,cluster 54,0.11538461538461539
gaming,cluster 50,0.07272727272727272
health,cluster 57,0.09195402298850575
literature,cluster 25,0.1686746987951807
movies_and_television,cluster 45,0.06691449814126393
music_and_entertainment,cluster 55,0.11526479750778816
personal_or_auto-biographical,cluster 36,0.17647058823529413
politics,cluster 42,0.11655405405405406
religion,cluster 24,0.20463320463320464
school_and_education,cluster 48,0.1320754716981132
sports,cluster 11,0.08542713567839195
technology,cluster 48,0.11970074812967581
the_environment,cluster 48,0.3469387755102041
the_mainstream_media,cluster 48,0.16091954022988506
travel,cluster 50,0.14
videoblogging,cluster 2,0.05785123966942149
web_development_and_sites,cluster 48,0.10810810810810811
