category,cluster,precision
art,cluster 17,0.09774436090225563
autos_and_vehicles,cluster 29,0.42857142857142855
business,cluster 26,0.3411764705882353
citizen_journalism,cluster 26,0.19083969465648856
comedy,cluster 8,0.23776223776223776
conferences_and_other_events,cluster 11,0.1780821917808219
default_category,cluster 11,0.09848484848484848
documentary,cluster 6,0.09259259259259259
educational,cluster 22,0.2
food_and_drink,cluster 0,0.08974358974358974
gaming,cluster 25,0.11818181818181818
health,cluster 2,0.10344827586206896
literature,cluster 7,0.25301204819277107
movies_and_television,cluster 15,0.11524163568773234
music_and_entertainment,cluster 6,0.17757009345794392
personal_or_auto-biographical,cluster 11,0.3137254901960784
politics,cluster 7,0.17736486486486486
religion,cluster 8,0.3590733590733591
school_and_education,cluster 26,0.2830188679245283
sports,cluster 11,0.11055276381909548
technology,cluster 22,0.20698254364089774
the_environment,cluster 26,0.40816326530612246
the_mainstream_media,cluster 26,0.1839080459770115
travel,cluster 6,0.2
videoblogging,cluster 11,0.128099173553719
web_development_and_sites,cluster 26,0.16216216216216217
