category,cluster,precision
art,cluster 31,0.08270676691729323
autos_and_vehicles,cluster 27,0.42857142857142855
business,cluster 23,0.3411764705882353
citizen_journalism,cluster 29,0.16030534351145037
comedy,cluster 26,0.23776223776223776
conferences_and_other_events,cluster 34,0.1643835616438356
default_category,cluster 34,0.09242424242424242
documentary,cluster 11,0.07407407407407407
educational,cluster 23,0.17627118644067796
food_and_drink,cluster 18,0.08974358974358974
gaming,cluster 17,0.10909090909090909
health,cluster 10,0.13793103448275862
literature,cluster 33,0.3373493975903614
movies_and_television,cluster 27,0.11152416356877323
music_and_entertainment,cluster 31,0.17445482866043613
personal_or_auto-biographical,cluster 34,0.29411764705882354
politics,cluster 29,0.16216216216216217
religion,cluster 26,0.3281853281853282
school_and_education,cluster 23,0.2830188679245283
sports,cluster 34,0.11055276381909548
technology,cluster 23,0.1770573566084788
the_environment,cluster 23,0.40816326530612246
the_mainstream_media,cluster 4,0.19540229885057472
travel,cluster 31,0.18
videoblogging,cluster 34,0.11570247933884298
web_development_and_sites,cluster 4,0.16216216216216217
