category,cluster,precision
art,cluster 39,0.06766917293233082
movies_and_television,cluster 28,0.08550185873605948
web_development_and_sites,cluster 22,0.10810810810810811
politics,cluster 38,0.13682432432432431
sports,cluster 26,0.06532663316582915
technology,cluster 22,0.14214463840399003
educational,cluster 45,0.12542372881355932
school_and_education,cluster 45,0.20754716981132076
travel,cluster 39,0.16
music_and_entertainment,cluster 39,0.1277258566978193
the_environment,cluster 22,0.40816326530612246
religion,cluster 24,0.277992277992278
health,cluster 28,0.06896551724137931
citizen_journalism,cluster 23,0.16030534351145037
personal_or_auto-biographical,cluster 26,0.23529411764705882
food_and_drink,cluster 39,0.08974358974358974
conferences_and_other_events,cluster 26,0.1643835616438356
gaming,cluster 36,0.07272727272727272
literature,cluster 29,0.25301204819277107
business,cluster 22,0.27058823529411763
the_mainstream_media,cluster 12,0.1724137931034483
autos_and_vehicles,cluster 12,0.2857142857142857
comedy,cluster 24,0.23076923076923078
default_category,cluster 26,0.07575757575757576
videoblogging,cluster 26,0.0743801652892562
documentary,cluster 11,0.06481481481481481
