category,cluster,precision
art,cluster 8,0.11278195488721804
autos_and_vehicles,cluster 7,0.2857142857142857
business,cluster 2,0.3176470588235294
citizen_journalism,cluster 13,0.2748091603053435
comedy,cluster 2,0.2517482517482518
conferences_and_other_events,cluster 2,0.2465753424657534
default_category,cluster 13,0.11666666666666667
documentary,cluster 8,0.09259259259259259
educational,cluster 14,0.2
food_and_drink,cluster 8,0.10256410256410256
gaming,cluster 9,0.09090909090909091
health,cluster 6,0.16091954022988506
literature,cluster 13,0.4819277108433735
movies_and_television,cluster 8,0.18587360594795538
music_and_entertainment,cluster 16,0.17133956386292834
personal_or_auto-biographical,cluster 16,0.29411764705882354
politics,cluster 8,0.22972972972972974
religion,cluster 2,0.37065637065637064
school_and_education,cluster 14,0.2830188679245283
sports,cluster 8,0.1407035175879397
technology,cluster 14,0.22443890274314215
the_environment,cluster 2,0.40816326530612246
the_mainstream_media,cluster 14,0.20689655172413793
travel,cluster 8,0.16
videoblogging,cluster 7,0.1115702479338843
web_development_and_sites,cluster 2,0.16216216216216217
