category,cluster,precision
art,cluster 33,0.07518796992481203
autos_and_vehicles,cluster 7,0.2857142857142857
business,cluster 14,0.27058823529411763
citizen_journalism,cluster 19,0.25190839694656486
comedy,cluster 21,0.23076923076923078
conferences_and_other_events,cluster 16,0.1643835616438356
default_category,cluster 16,0.09696969696969697
documentary,cluster 19,0.08333333333333333
educational,cluster 39,0.12542372881355932
food_and_drink,cluster 19,0.10256410256410256
gaming,cluster 27,0.07272727272727272
health,cluster 15,0.10344827586206896
literature,cluster 31,0.25301204819277107
movies_and_television,cluster 17,0.09665427509293681
music_and_entertainment,cluster 16,0.17133956386292834
personal_or_auto-biographical,cluster 16,0.29411764705882354
politics,cluster 24,0.16891891891891891
religion,cluster 21,0.277992277992278
school_and_education,cluster 39,0.20754716981132076
sports,cluster 16,0.11055276381909548
technology,cluster 14,0.14214463840399003
the_environment,cluster 14,0.40816326530612246
the_mainstream_media,cluster 7,0.1724137931034483
travel,cluster 30,0.16
videoblogging,cluster 16,0.10743801652892562
web_development_and_sites,cluster 19,0.13513513513513514
