category,cluster,precision
art,cluster 14,0.45112781954887216
movies_and_television,cluster 14,0.44981412639405205
web_development_and_sites,cluster 14,0.5945945945945946
politics,cluster 14,0.4341216216216216
sports,cluster 14,0.5226130653266332
technology,cluster 14,0.655860349127182
educational,cluster 14,0.5457627118644067
school_and_education,cluster 14,0.7169811320754716
travel,cluster 42,0.48
music_and_entertainment,cluster 14,0.5233644859813084
the_environment,cluster 14,0.6122448979591837
religion,cluster 14,0.8146718146718147
health,cluster 14,0.4367816091954023
citizen_journalism,cluster 42,0.26717557251908397
personal_or_auto-biographical,cluster 14,0.5294117647058824
food_and_drink,cluster 14,0.47435897435897434
conferences_and_other_events,cluster 14,0.6027397260273972
gaming,cluster 42,0.5272727272727272
literature,cluster 15,0.46987951807228917
business,cluster 14,0.5647058823529412
the_mainstream_media,cluster 14,0.7471264367816092
autos_and_vehicles,cluster 14,0.8571428571428571
comedy,cluster 14,0.4825174825174825
default_category,cluster 14,0.42727272727272725
videoblogging,cluster 14,0.45041322314049587
documentary,cluster 42,0.5555555555555556
