category,cluster,precision
art,cluster 30,0.9774436090225563
movies_and_television,cluster 30,0.9962825278810409
web_development_and_sites,cluster 30,0.972972972972973
politics,cluster 30,0.6030405405405406
sports,cluster 30,0.864321608040201
technology,cluster 30,0.9501246882793017
educational,cluster 30,0.9694915254237289
school_and_education,cluster 30,0.9811320754716981
travel,cluster 30,0.92
music_and_entertainment,cluster 30,0.9376947040498442
the_environment,cluster 30,0.8163265306122449
religion,cluster 30,0.9266409266409267
health,cluster 30,0.9770114942528736
citizen_journalism,cluster 30,0.6946564885496184
personal_or_auto-biographical,cluster 30,0.9803921568627451
food_and_drink,cluster 30,1.0
conferences_and_other_events,cluster 30,1.0
gaming,cluster 30,0.990909090909091
literature,cluster 30,0.9036144578313253
business,cluster 30,0.8235294117647058
the_mainstream_media,cluster 30,0.9770114942528736
autos_and_vehicles,cluster 30,1.0
comedy,cluster 30,0.8531468531468531
default_category,cluster 30,0.9454545454545454
videoblogging,cluster 30,0.9710743801652892
documentary,cluster 30,0.9629629629629629
