category,interactions_number_speakers_2,interactions_number_speakers_3,interactions_number_speakers_4,interactions_number_speakers_4+,intervention_short,intervention_long,speakers_type_ponctuel,speakers_type_localise,speakers_type_present,speakers_type_regulier,speakers_type_important,speaker_distribution,mean_number_of_faces,std_number_of_faces,inter_intensity_variation,intra_intensity_variation,number_shot_transition,number_speaker_transition,speech,music,speech_with_music,speech_with_non_music,non_speech_with_music,non_speech_with_non_music,words,duration
art,5.173397957056495,5.741503022722536,6.162749635188659,35.65046278924328,1.860635814050448,9.807462997706892,1.119057744423598,1.2596747967479676,16.139149468417745,19.178107150302253,25.440765061496784,15.38631853241616,3.954276978667222,2.047644144444749,38.086612774959676,5.641134641613973,16.330341409883594,0.8353757048063735,18.35252657911191,17.831050656660405,20.110550343964963,33.293989993746074,38.09500312695426,6.09165937043985,0.19387935522528627,0.1390454383393047
movies_and_television,7.5545579429376515,6.078062698133149,5.547715157919453,35.675644006105415,3.66113889867324,6.123662087589524,1.5216320300575317,0.5408524128214159,15.508854056592687,27.472262533756062,16.856522249618425,11.481946694845552,3.344458142538452,1.6932227128705701,31.802536820502528,5.985118063246644,12.816702716212822,2.057268121237547,20.69192438652106,19.309361277445102,18.138920981566354,23.012932957614172,47.02751907948799,9.560696254549704,0.2523010646400331,0.17374263112213992
web_development_and_sites,13.979834586466168,2.4194586466165413,3.3182406015037595,46.8975037593985,2.7608571428571427,5.059624060150376,2.437729323308271,0.3736240601503759,2.06203007518797,22.83915789473685,43.32073684210524,38.084601503759366,0.6556390977443609,0.45714285714285713,60.25887529280697,7.0977443609029685,16.651840619328567,5.886747700969452,31.1191879699248,21.522736842105246,17.774255639097728,52.32022556390984,15.784781954887228,4.559744360902255,0.642384757705638,0.42509281914211855
politics,3.3334338817794,2.5643610168016022,1.8786906938278054,56.27725646382849,0.7263711151736741,3.137418386001568,2.719447201183948,0.16808783842604683,13.08857273439543,29.729972577696547,21.306935666405476,15.209963872203435,7.576978323322016,2.741858287616043,30.316086253038616,3.870445192093389,12.645115617774586,0.5639187544937537,14.518998433011188,9.414144685296412,9.401163489161652,54.3596935666404,6.334659179942527,3.174916862540269,0.2904273303261057,0.19350058923865565
music_and_entertainment,7.460467930617185,4.5430334812424364,2.0426361436062925,23.47021782977006,4.082529245663576,11.216966518757559,1.7480072609923358,1.8318697055264215,12.086169826542962,15.202849939491712,20.86762807583703,18.996034691407885,2.921641791044776,1.7308390480032272,29.85200705534343,6.484553034159227,25.8375136980981,0.48594500726894624,16.62751512706737,16.188588140379217,14.010615167406185,18.636085114965674,58.3210467930617,8.756793061718454,0.23169756847571552,0.19364207686254245
technology,8.202069088319089,4.991594254510925,2.8259033713200403,51.67302943969608,1.3549632003798677,7.249732905982905,1.623265669515669,0.6595928300094968,6.341594254510922,16.884057454890797,48.94951804368486,28.04246438746384,2.2233895220006334,1.2326943523981315,40.95698290184532,6.03138248018503,10.410376300379133,1.9717478439774219,26.21251543209874,16.71555792972453,14.392037037037033,55.39043922127255,11.296263057929695,4.656054131054116,0.7800372781830633,0.4436335467683355
educational,5.961178253119431,4.829073083778968,4.903303030303032,47.710008912655965,1.995778966131907,5.802149732620321,2.0473368983957214,0.5783814616755792,4.076417112299465,20.4412762923351,41.5140873440286,27.368427807486633,2.606298276886512,1.4139589771535666,50.05143033565214,4.964935786159066,14.559720899594913,2.887606969711882,27.20713190730836,19.94499643493758,17.20433511586454,45.59769340463456,15.887900178253142,5.649754010695182,0.696330412221999,0.45946556681963796
religion,2.149908575607971,2.230568659718413,1.876291826659353,67.79464984457857,1.49160724081185,2.498074602303896,0.9316895227646741,0.23716218687145735,3.8028359846407014,50.389464253062776,19.33612177729014,22.944355458036046,3.036386908027062,1.1673066374108612,36.149737060262055,5.636881436307428,4.741136520422859,8.664121278250112,41.90364783324194,23.742174072042417,19.928913878222673,46.601142804900434,17.160716767233502,6.689575790820994,1.1294861374773768,0.8155229496940013
travel,16.540990566037742,6.983301886792453,5.500440251572327,15.251257861635219,5.630707547169811,13.215974842767297,15.8212106918239,1.07312893081761,10.210691823899369,9.013459119496856,25.43963836477987,25.286084905660402,2.95125786163522,2.0707547169811322,38.68262081911759,7.712623833601618,38.84046033732777,0.37116254600313986,15.733349056603773,16.84295597484277,15.00130503144654,31.635691823899325,42.14893081761005,7.215455974842771,0.19359791234480894,0.16910088953291966
sports,6.661470829909612,7.324489181046285,3.4458805806628314,28.28723363462066,3.9470090386195573,10.928134757600658,5.4135798411394145,0.4995042454122157,8.633483976992599,16.180106820049318,28.77118323746921,25.28746918652415,2.7210353327855383,1.544097507532183,38.32462530037631,6.184057968421013,27.44024436044337,0.8767061553697864,21.413689400164312,18.406537934812373,19.850276636537906,29.959876746096995,31.428452478772954,7.709652150095865,0.349291092879992,0.23163102636984748
the_environment,4.131634805537245,3.0696638101516154,1.7142584047462097,8.887053394858272,2.6857350032959793,7.763249835201056,0.7529861568885959,1.017811470006592,2.5887870797626897,2.075530652603823,21.382610415293346,14.024588002636818,0.8246539222148979,0.4515491100856954,7.495274040180647,1.1180764695831462,13.851169764513388,0.19784697955428607,6.222781806196436,11.431990771259057,14.44688200395517,47.105194462755456,4.873599208965064,1.257350032959789,0.33184985521835264,0.20067573511756712
school_and_education,11.69832699619772,7.833783269961977,6.465722433460075,28.94422053231939,3.2070152091254758,7.706064638783269,0.8501520912547528,0.0,8.75178707224335,20.6643536121673,33.477680608365006,28.070627376425854,3.6634980988593155,1.811787072243346,50.350091536402665,6.279977136609518,18.317015965898612,2.391379162445268,31.241520912547518,23.918650190114064,20.09228136882127,36.57435361216727,36.69887832699619,4.98296577946768,0.9198385523463242,0.4663957871512112
health,1.8895646258503405,5.034616780045349,1.6835918367346938,57.745283446712016,0.8428526077097508,6.420739229024944,3.764947845804988,0.505374149659864,20.115256235827662,15.795501133786855,32.39335147392289,22.100213151927537,5.0728647014361306,2.848085116549296,33.00120423478116,5.829591095698274,33.14198107089448,0.2823714332847719,10.689832199546492,12.34481179138322,12.06692970521542,53.17429931972789,12.661455782312935,3.3419365079365093,0.22548111740329346,0.15357739823298885
citizen_journalism,6.589490570658829,5.274215037962281,4.854685280431057,59.19930688219446,1.2484472201812395,7.231084986529512,1.5251187852069554,0.19603967670830272,29.82247122214057,24.888535390644122,26.687773695811916,13.228273328434803,6.325985794758756,3.12439698415068,33.9056857782711,6.350407689677769,11.53908999844807,0.4491457987737251,25.05172667156508,18.582490815576808,18.17643154543229,53.19821454812634,14.670612294881256,9.02659074210138,0.3100391996952928,0.1617208301199772
personal_or_auto-biographical,13.338736842105265,4.123754385964912,2.8535438596491227,34.37915789473684,4.043228070175438,11.272526315789472,2.428701754385965,1.099263157894737,1.8760000000000003,11.700666666666665,51.01189473684208,44.19021052631579,8.043859649122806,3.412280701754386,38.036988112983764,6.048541833888231,38.537066388558365,1.6721136174486668,24.252666666666677,30.317122807017547,19.167192982456143,27.56347368421053,41.052526315789486,9.764947368421053,0.5847800128592512,0.4190647287701103
food_and_drink,11.44397820163487,13.255013623978204,3.5423433242506803,17.839227974568573,4.94608537693006,16.209455040871934,1.104504995458674,1.5864940962761127,3.9281653042688456,8.742361489554947,49.94934604904635,31.886167120799403,3.5454132606721163,1.8251589464123523,33.79584651703041,5.309413703922381,32.53567177338772,0.8706727561692881,24.09808356039967,23.759400544959114,23.7042143505904,40.9113169845595,21.22693006357858,6.5192643051771055,0.2805992648282313,0.17580409277873998
conferences_and_other_events,3.8205546403075235,4.491905546403077,3.545612300933554,62.3714552443712,1.458940142778693,6.764788577704557,1.7868039538714993,0.3151125755079626,10.88470071389346,28.875387149917618,37.462531576057096,25.285700164744807,3.1625480505216914,1.7896760021965952,36.514918064363385,6.982564824087819,8.143178310489839,2.8840543467642212,27.232273476112066,21.134629324546957,19.110043931905548,55.08781438769905,14.417479406919261,3.9650027457441017,0.8213584389224037,0.49748042289539846
gaming,8.610699440447641,6.894376498800957,4.990519584332532,34.944164668265394,3.219000799360511,12.122657873701042,5.4395243804956035,0.8223541167066346,5.110735411670662,26.653333333333386,30.36465227817744,20.435391686650885,1.8621103117505995,1.3501199040767387,30.429265998965747,6.328305547284319,24.981281990673825,1.1420450658415342,21.138253397282156,20.81848121502799,19.115735411670663,35.1364068745004,33.781534772182255,10.37866506794564,0.30216141223145543,0.17205203023294938
literature,5.024549019607843,4.054627450980392,2.6561568627450978,10.016941176470588,0.5967058823529413,36.4692156862745,32.80137254901961,0.0,0.17815686274509804,6.734156862745098,18.105019607843136,67.90850980392153,6.215686274509804,2.2627450980392156,21.622384552949768,4.977060105087959,64.52337842304361,0.06512928281336078,26.29752941176471,19.982235294117647,12.324039215686275,38.34125490196079,13.890470588235294,7.804784313725492,0.6334051945385828,0.42434498212067456
business,10.567024691358023,5.902037037037037,0.6206296296296296,43.70758024691356,2.4541728395061724,8.828530864197532,7.905518518518519,0.2257530864197531,5.602851851851848,15.412629629629624,41.66544444444443,34.89623456790126,3.1765432098765434,1.5777777777777777,37.52074343043098,5.502030716265299,22.84443623889524,1.2206639777355197,27.02246913580246,18.029740740740746,15.580851851851852,46.97722222222219,15.327148148148163,4.6200617283950605,1.3754282205419028,0.7763756249137457
the_mainstream_media,5.048580423583286,4.6936863194046925,2.046949055523755,62.50299942759015,1.8702976531196327,5.215334859759589,2.768952489982828,2.0464453348597593,18.141854607899262,11.426302232398394,45.27824842587297,30.981425300515102,5.710265216561726,2.7972771968513315,25.16831917273705,5.432406378567488,12.843636427817733,0.8928257062388771,29.46884945621063,17.377750429307405,12.651866056096187,44.65950772753294,21.36790497996562,12.581356611333725,0.6291338629871505,0.3296379738111422
autos_and_vehicles,1.2338636363636364,0.0,0.0,58.745000000000005,4.581363636363637,8.997727272727273,0.0,0.0,2.044545454545455,2.682272727272727,67.59704545454544,55.30272727272727,0.6931818181818182,0.625,56.350069320656196,5.686274509804571,58.47764149089317,0.6521617656495454,24.19,23.74477272727273,18.892954545454547,53.00295454545453,11.76840909090909,1.2995454545454543,0.34090909090875904,0.1697497540727409
comedy,7.047393980848152,4.6066894664842675,3.608266073871409,26.77488714090287,3.922640218878252,8.633519151846786,1.6895622435020516,1.6525478796169628,7.316833105335154,14.991443228454168,27.112729138166884,20.40930232558141,4.718194254445964,2.560533515731874,28.87207201165906,5.758578245100574,26.92707371376658,1.1324043706151972,19.70651504787959,16.833861149110817,19.862920656634763,30.92146716826259,36.00573187414496,5.79798905608755,0.8995647144770283,0.4599948948627712
default_category,8.094736295141596,4.521553650298782,3.601902658699228,39.39159521953752,1.9627487659132237,8.427297999480382,3.143839092404953,0.7647414912964403,9.900695418723481,18.033775006495205,32.46403048410849,23.14385901099881,3.896841892555065,1.8066427893345276,36.08524331645968,5.707732704814541,21.55981065719673,1.149732834197439,21.078448081752782,17.095158049709887,16.006399064692175,39.58424439248296,26.192096648480298,6.680389711613402,0.49072490894261467,0.3438633675646785
videoblogging,10.926257153758112,5.574776802747042,3.328573063716139,23.401320106829452,4.030503624570778,12.363429988553985,5.8815185043876355,1.4461541396413582,11.531308660816483,11.158805799313232,28.28499046165584,29.899782525753434,4.461655856543304,2.5333842045020982,34.779826422917495,6.914538930160204,33.27009767067181,0.7810661703402535,20.636623426173202,20.275097291110274,18.599648988935524,26.5941167493323,38.72214803510114,6.095967188096152,0.44491631226635764,0.2884109294873312
documentary,7.9559417972497615,7.064691397505595,6.600502078669649,35.432769427566356,2.3186408698432994,10.581880396546213,4.584502718260315,1.143460185481292,17.632993284298056,31.104419571474256,13.908058842340914,15.607489606651777,3.901023345059162,2.303325871442277,32.390582689388,6.8920004486899,18.43408981757546,0.3383202572089106,19.657118644067776,18.531359130156698,18.53093700031982,33.36786696514234,34.14496961944356,9.351010553245928,0.22409950825189393,0.1536238589654984
