category,cluster,precision
art,cluster 14,0.45112781954887216
autos_and_vehicles,cluster 14,0.8571428571428571
business,cluster 14,0.5647058823529412
citizen_journalism,cluster 42,0.26717557251908397
comedy,cluster 14,0.4825174825174825
conferences_and_other_events,cluster 14,0.6027397260273972
default_category,cluster 14,0.42727272727272725
documentary,cluster 42,0.5555555555555556
educational,cluster 14,0.5457627118644067
food_and_drink,cluster 14,0.47435897435897434
gaming,cluster 42,0.5272727272727272
health,cluster 14,0.4367816091954023
literature,cluster 15,0.46987951807228917
movies_and_television,cluster 14,0.44981412639405205
music_and_entertainment,cluster 14,0.5233644859813084
personal_or_auto-biographical,cluster 14,0.5294117647058824
politics,cluster 14,0.4341216216216216
religion,cluster 14,0.8146718146718147
school_and_education,cluster 14,0.7169811320754716
sports,cluster 14,0.5226130653266332
technology,cluster 14,0.655860349127182
the_environment,cluster 14,0.6122448979591837
the_mainstream_media,cluster 14,0.7471264367816092
travel,cluster 42,0.48
videoblogging,cluster 14,0.45041322314049587
web_development_and_sites,cluster 14,0.5945945945945946
