category,cluster,precision
art,cluster 35,0.706766917293233
autos_and_vehicles,cluster 9,0.5714285714285714
business,cluster 35,0.47058823529411764
citizen_journalism,cluster 35,0.5419847328244275
comedy,cluster 35,0.6713286713286714
conferences_and_other_events,cluster 35,0.7534246575342466
default_category,cluster 35,0.7151515151515152
documentary,cluster 35,0.8796296296296297
educational,cluster 35,0.7050847457627119
food_and_drink,cluster 35,0.8717948717948718
gaming,cluster 35,0.7454545454545455
health,cluster 35,0.7126436781609196
literature,cluster 35,0.5542168674698795
movies_and_television,cluster 35,0.8104089219330854
music_and_entertainment,cluster 35,0.6043613707165109
personal_or_auto-biographical,cluster 35,0.8823529411764706
politics,cluster 9,0.3310810810810811
religion,cluster 35,0.4864864864864865
school_and_education,cluster 35,0.6037735849056604
sports,cluster 35,0.592964824120603
technology,cluster 35,0.5536159600997507
the_environment,cluster 35,0.5918367346938775
the_mainstream_media,cluster 9,0.5057471264367817
travel,cluster 35,0.64
videoblogging,cluster 35,0.7768595041322314
web_development_and_sites,cluster 35,0.6486486486486487
