category,cluster,precision
art,cluster 26,0.24181780279341256
autos_and_vehicles,cluster 28,0.2727272727272727
business,cluster 25,0.1580246913580247
citizen_journalism,cluster 47,0.12098946852804311
comedy,cluster 26,0.19630642954856362
conferences_and_other_events,cluster 47,0.157056562328391
default_category,cluster 26,0.12072399757512774
documentary,cluster 26,0.1509433962264151
educational,cluster 25,0.15258467023172906
food_and_drink,cluster 48,0.08810172570390554
gaming,cluster 26,0.12070343725019984
health,cluster 28,0.19002267573696144
literature,cluster 31,0.2196078431372549
movies_and_television,cluster 26,0.18609839145238935
music_and_entertainment,cluster 26,0.2987091569181121
personal_or_auto-biographical,cluster 39,0.11228070175438597
politics,cluster 25,0.2620353443022547
religion,cluster 29,0.24812579996343023
school_and_education,cluster 26,0.17870722433460076
sports,cluster 26,0.13475760065735415
technology,cluster 47,0.15182811016144349
the_environment,cluster 38,0.35398813447593935
the_mainstream_media,cluster 19,0.12192329708070979
travel,cluster 26,0.1871069182389937
videoblogging,cluster 26,0.13010301411674932
web_development_and_sites,cluster 23,0.08721804511278196
