category,cluster,precision
art,cluster 21,0.26349801959558056
autos_and_vehicles,cluster 22,0.2727272727272727
business,cluster 4,0.16049382716049382
citizen_journalism,cluster 12,0.1307861866274798
comedy,cluster 21,0.22777017783857728
conferences_and_other_events,cluster 12,0.16254805052169138
default_category,cluster 21,0.1402961808261886
documentary,cluster 21,0.18196354333226736
educational,cluster 4,0.15454545454545454
food_and_drink,cluster 5,0.14895549500454133
gaming,cluster 21,0.14788169464428458
health,cluster 22,0.2036281179138322
literature,cluster 17,0.32941176470588235
movies_and_television,cluster 21,0.22766232241399553
music_and_entertainment,cluster 21,0.3465106897942719
personal_or_auto-biographical,cluster 11,0.14385964912280702
politics,cluster 4,0.26473404718377297
religion,cluster 13,0.3863594807094533
school_and_education,cluster 21,0.21292775665399238
sports,cluster 21,0.16543412763626403
technology,cluster 12,0.16215574548907882
the_environment,cluster 10,0.34212261041529335
the_mainstream_media,cluster 20,0.22610188895248998
travel,cluster 21,0.22955974842767296
videoblogging,cluster 21,0.16520412056466996
web_development_and_sites,cluster 20,0.14135338345864662
