category,cluster,precision
art,cluster 38,0.8045112781954887
autos_and_vehicles,cluster 38,0.5714285714285714
business,cluster 38,0.5058823529411764
citizen_journalism,cluster 38,0.6030534351145038
comedy,cluster 38,0.6993006993006993
conferences_and_other_events,cluster 38,0.8356164383561644
default_category,cluster 38,0.7863636363636364
documentary,cluster 38,0.8981481481481481
educational,cluster 38,0.823728813559322
food_and_drink,cluster 38,0.9743589743589743
gaming,cluster 38,0.8
health,cluster 38,0.7816091954022989
literature,cluster 38,0.6626506024096386
movies_and_television,cluster 38,0.8884758364312267
music_and_entertainment,cluster 38,0.7165109034267912
personal_or_auto-biographical,cluster 38,0.9215686274509803
politics,cluster 38,0.3935810810810811
religion,cluster 38,0.6525096525096525
school_and_education,cluster 38,0.8490566037735849
sports,cluster 38,0.6683417085427136
technology,cluster 38,0.6932668329177057
the_environment,cluster 38,0.6326530612244898
the_mainstream_media,cluster 38,0.5402298850574713
travel,cluster 38,0.74
videoblogging,cluster 38,0.871900826446281
web_development_and_sites,cluster 38,0.8108108108108109
