category,cluster,score
art,cluster 12,0.1897018970189702
movies_and_television,cluster 12,0.1252788540565927
web_development_and_sites,cluster 22,0.1443609022556391
politics,cluster 33,0.2125446156524767
music_and_entertainment,cluster 6,0.23557886244453408
technology,cluster 8,0.12689933523266855
educational,cluster 22,0.10160427807486631
religion,cluster 10,0.2581824830864875
travel,cluster 12,0.14779874213836477
sports,cluster 12,0.12927964941112025
the_environment,cluster 24,0.3928806855636124
school_and_education,cluster 12,0.1806083650190114
health,cluster 8,0.1746031746031746
citizen_journalism,cluster 13,0.09625275532696546
personal_or_auto-biographical,cluster 1,0.13333333333333333
food_and_drink,cluster 21,0.11716621253405994
conferences_and_other_events,cluster 13,0.12740252608456892
gaming,cluster 6,0.09152677857713828
literature,cluster 18,0.27450980392156865
business,cluster 8,0.14074074074074075
the_mainstream_media,cluster 28,0.21293646250715512
autos_and_vehicles,cluster 16,0.2727272727272727
comedy,cluster 6,0.13440492476060192
default_category,cluster 12,0.07603706590456395
videoblogging,cluster 12,0.10186951545211752
documentary,cluster 12,0.10201471058522546
