category,cluster,score
art,cluster 47,0.12528663748175944
movies_and_television,cluster 23,0.1134202183867559
web_development_and_sites,cluster 27,0.15338345864661654
politics,cluster 26,0.1260990685122312
music_and_entertainment,cluster 31,0.15308592174263816
technology,cluster 34,0.12476258309591642
educational,cluster 27,0.10623885918003564
religion,cluster 8,0.1517644907661364
travel,cluster 47,0.09433962264150944
sports,cluster 23,0.07970419063270337
the_environment,cluster 34,0.6638101516150297
school_and_education,cluster 47,0.17300380228136883
health,cluster 34,0.17052154195011338
citizen_journalism,cluster 20,0.09625275532696546
personal_or_auto-biographical,cluster 6,0.11228070175438597
food_and_drink,cluster 39,0.10626702997275204
conferences_and_other_events,cluster 20,0.12795167490389894
gaming,cluster 23,0.06914468425259793
literature,cluster 7,0.24705882352941178
business,cluster 34,0.1382716049382716
the_mainstream_media,cluster 3,0.2112192329708071
autos_and_vehicles,cluster 43,0.2727272727272727
comedy,cluster 23,0.12688098495212038
default_category,cluster 20,0.05655148523425998
videoblogging,cluster 34,0.08088515833651277
documentary,cluster 23,0.0709945634793732
