category,cluster,score
art,cluster 19,0.12737127371273713
movies_and_television,cluster 40,0.11518140190207819
web_development_and_sites,cluster 10,0.14586466165413534
politics,cluster 20,0.19352311308435624
music_and_entertainment,cluster 16,0.15469947559499797
technology,cluster 44,0.12713675213675213
educational,cluster 10,0.10267379679144385
religion,cluster 14,0.2505028341561529
travel,cluster 19,0.0959119496855346
sports,cluster 40,0.08216926869350863
the_environment,cluster 44,0.6631509558338826
school_and_education,cluster 19,0.16920152091254753
health,cluster 44,0.17006802721088435
citizen_journalism,cluster 7,0.09600783737447954
personal_or_auto-biographical,cluster 15,0.12280701754385964
food_and_drink,cluster 42,0.1080835603996367
conferences_and_other_events,cluster 7,0.12685337726523888
gaming,cluster 6,0.07194244604316546
literature,cluster 43,0.27450980392156865
business,cluster 44,0.14074074074074075
the_mainstream_media,cluster 12,0.21064682312535776
autos_and_vehicles,cluster 29,0.2727272727272727
comedy,cluster 40,0.12619699042407662
default_category,cluster 7,0.056205074911232354
videoblogging,cluster 44,0.08088515833651277
documentary,cluster 16,0.0719539494723377
