category,cluster,score
art,cluster 2,0.06766917293233082
movies_and_television,cluster 39,0.10408921933085502
web_development_and_sites,cluster 45,0.24324324324324326
politics,cluster 43,0.12331081081081081
music_and_entertainment,cluster 4,0.13395638629283488
technology,cluster 45,0.10972568578553615
educational,cluster 45,0.13220338983050847
religion,cluster 41,0.2857142857142857
travel,cluster 4,0.12
sports,cluster 36,0.10552763819095477
the_environment,cluster 10,0.30612244897959184
school_and_education,cluster 10,0.20754716981132076
health,cluster 44,0.12643678160919541
citizen_journalism,cluster 21,0.16793893129770993
personal_or_auto-biographical,cluster 36,0.21568627450980393
food_and_drink,cluster 4,0.07692307692307693
conferences_and_other_events,cluster 36,0.136986301369863
gaming,cluster 25,0.1
literature,cluster 48,0.30120481927710846
business,cluster 30,0.24705882352941178
the_mainstream_media,cluster 43,0.16091954022988506
autos_and_vehicles,cluster 39,0.42857142857142855
comedy,cluster 10,0.20279720279720279
default_category,cluster 36,0.07272727272727272
videoblogging,cluster 25,0.09090909090909091
documentary,cluster 25,0.07407407407407407
