category,cluster,precision
art,cluster 31,0.7089552238805971
autos_and_vehicles,cluster 31,0.8571428571428571
business,cluster 31,0.8837209302325582
citizen_journalism,cluster 31,0.8091603053435115
comedy,cluster 31,0.726027397260274
conferences_and_other_events,cluster 31,0.7702702702702703
default_category,cluster 31,0.8448795180722891
documentary,cluster 31,0.8899082568807339
educational,cluster 31,0.8141891891891891
food_and_drink,cluster 31,0.9743589743589743
gaming,cluster 31,0.8545454545454545
health,cluster 31,0.48863636363636365
literature,cluster 31,0.9397590361445783
movies_and_television,cluster 31,0.8897058823529411
music_and_entertainment,cluster 31,0.8260869565217391
personal_or_auto-biographical,cluster 31,0.9019607843137255
politics,cluster 31,0.4722689075630252
religion,cluster 31,0.6463878326996197
school_and_education,cluster 31,0.9245283018867925
sports,cluster 31,0.7638190954773869
technology,cluster 31,0.7788697788697788
the_environment,cluster 31,0.8367346938775511
the_mainstream_media,cluster 31,0.6404494382022472
travel,cluster 31,0.84
videoblogging,cluster 31,0.897119341563786
web_development_and_sites,cluster 31,0.868421052631579
