category,cluster,precision
art,cluster 2,1.0
movies_and_television,cluster 2,1.0
web_development_and_sites,cluster 2,1.0
politics,cluster 2,0.9764705882352941
sports,cluster 2,0.9899497487437185
technology,cluster 2,1.0
educational,cluster 2,1.0
school_and_education,cluster 2,1.0
travel,cluster 2,1.0
music_and_entertainment,cluster 2,0.9968944099378882
the_environment,cluster 2,1.0
religion,cluster 2,1.0
health,cluster 2,0.9886363636363636
citizen_journalism,cluster 2,0.9618320610687023
personal_or_auto-biographical,cluster 2,1.0
food_and_drink,cluster 2,1.0
conferences_and_other_events,cluster 2,1.0
gaming,cluster 2,1.0
literature,cluster 2,1.0
business,cluster 2,0.9883720930232558
the_mainstream_media,cluster 2,1.0
autos_and_vehicles,cluster 2,1.0
comedy,cluster 2,1.0
default_category,cluster 2,0.9984939759036144
videoblogging,cluster 2,0.9958847736625515
documentary,cluster 2,1.0
