category,cluster,precision
art,cluster 555,0.03759398496240601
autos_and_vehicles,cluster 561,0.2857142857142857
business,cluster 459,0.17647058823529413
citizen_journalism,cluster 558,0.07633587786259542
comedy,cluster 675,0.2097902097902098
conferences_and_other_events,cluster 374,0.0547945205479452
default_category,cluster 374,0.021212121212121213
documentary,cluster 47,0.018518518518518517
educational,cluster 459,0.061016949152542375
food_and_drink,cluster 1298,0.038461538461538464
gaming,cluster 553,0.03636363636363636
health,cluster 880,0.05747126436781609
literature,cluster 1547,0.12048192771084337
movies_and_television,cluster 1235,0.06319702602230483
music_and_entertainment,cluster 553,0.0529595015576324
personal_or_auto-biographical,cluster 623,0.0784313725490196
politics,cluster 1121,0.0777027027027027
religion,cluster 557,0.11196911196911197
school_and_education,cluster 374,0.09433962264150944
sports,cluster 556,0.07035175879396985
technology,cluster 551,0.059850374064837904
the_environment,cluster 374,0.2857142857142857
the_mainstream_media,cluster 551,0.11494252873563218
travel,cluster 313,0.04
videoblogging,cluster 556,0.02066115702479339
web_development_and_sites,cluster 374,0.05405405405405406
