cluster,art,autos_and_vehicles,business,citizen_journalism,comedy,conferences_and_other_events,default_category,documentary,educational,food_and_drink,gaming,health,literature,movies_and_television,music_and_entertainment,personal_or_auto-biographical,politics,religion,school_and_education,sports,technology,the_environment,the_mainstream_media,travel,videoblogging,web_development_and_sites
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1,1,0,3,6,3,15,7,3,2,2,1,2,0,1,1,3,0,2,0,2,1,0,2,27,7,0
10,0,2,1,21,6,10,4,0,1,3,0,1,1,1,1,0,5,3,2,2,0,0,3,19,6,1
11,9,6,8,19,9,63,40,6,2,4,3,10,4,9,0,3,11,3,1,5,12,1,5,36,5,2
12,0,2,1,24,2,6,5,1,1,1,0,0,0,11,1,5,0,0,1,2,1,0,1,9,2,4
13,3,1,0,0,0,2,0,0,0,19,2,1,0,0,2,0,1,2,1,1,0,0,2,6,4,5
14,0,4,0,0,1,1,0,0,0,2,0,2,0,1,0,0,1,0,0,1,2,0,0,4,2,1
15,2,3,0,13,3,8,8,0,1,2,1,0,2,5,1,1,1,6,2,0,2,0,0,9,1,4
16,0,1,0,0,0,0,2,1,0,0,1,0,0,1,1,0,2,1,0,1,2,0,0,5,1,0
17,3,1,0,4,2,6,0,1,0,0,0,5,4,7,0,0,2,0,0,1,1,0,1,13,0,2
18,0,0,3,6,1,29,17,0,0,2,1,5,2,2,0,0,1,3,0,3,0,1,3,10,1,1
19,3,1,0,5,9,5,2,1,1,3,0,0,1,6,1,9,1,1,1,0,0,1,2,13,6,2
2,2,6,1,0,3,2,0,0,2,2,0,1,0,3,2,1,0,1,3,1,1,0,3,11,6,2
20,7,7,3,42,3,24,30,2,0,8,0,74,0,7,0,1,9,4,1,4,4,0,7,23,4,7
21,4,16,2,5,5,6,3,2,2,9,0,10,1,8,0,2,4,1,0,0,1,0,1,9,5,4
22,5,1,0,0,6,5,2,0,1,23,1,3,0,0,0,1,0,2,0,0,1,0,0,11,7,1
23,1,0,3,9,7,8,10,1,2,3,1,1,18,2,1,2,0,1,0,1,17,4,4,18,1,0
24,0,0,0,2,1,0,2,0,0,0,1,2,1,2,0,0,1,0,1,1,1,0,0,5,2,0
25,5,6,0,2,9,8,11,4,2,11,0,2,8,0,1,3,0,4,0,0,0,0,4,12,15,3
26,0,11,0,4,6,10,9,4,0,5,0,26,0,1,1,5,4,1,0,1,1,0,1,13,8,0
27,0,3,1,70,6,2,1,0,5,0,0,1,2,14,0,0,0,1,0,3,0,0,0,7,4,1
28,0,1,0,0,0,5,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,1
29,1,37,0,1,2,5,4,0,1,6,0,4,1,0,0,0,3,0,0,2,0,0,1,9,2,5
3,2,5,0,2,1,1,2,0,0,0,0,0,0,1,0,1,0,0,11,0,0,0,1,10,7,3
30,1,10,3,7,3,15,13,3,2,4,0,3,2,2,1,5,4,3,0,5,3,0,5,17,7,1
31,3,1,2,5,11,1,4,2,2,6,0,1,0,3,3,1,0,7,0,0,1,0,7,15,12,0
32,0,0,0,3,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,6,1,0
33,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2
34,2,0,3,1,0,9,13,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,10,3,1
35,0,0,0,20,2,1,1,0,0,1,0,1,0,5,0,0,0,0,0,3,0,0,0,3,2,0
36,0,0,0,0,1,3,0,0,0,3,1,0,0,0,3,0,1,0,0,1,3,0,0,5,1,2
37,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,6,4,1
38,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
39,1,5,0,3,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,6,4,3
4,4,1,0,0,6,12,5,1,4,18,5,13,0,0,6,3,4,4,2,1,2,0,2,30,9,3
40,0,2,0,2,2,2,3,0,0,4,0,2,0,0,0,0,0,1,1,0,1,0,0,3,0,0
41,1,1,0,4,0,2,3,0,0,1,0,0,0,1,2,1,1,0,10,0,0,0,0,5,1,0
42,0,5,1,1,2,3,1,0,3,3,2,0,0,0,0,2,0,5,5,0,0,0,10,7,2,4
43,1,12,0,0,4,3,4,1,0,10,0,7,1,0,1,6,2,2,0,4,2,0,6,9,7,4
44,2,1,0,0,0,1,1,0,0,5,0,0,0,0,0,0,0,1,0,0,1,0,2,2,3,0
45,1,3,0,1,3,1,0,0,1,16,0,0,0,1,0,0,0,11,0,0,1,0,1,6,5,1
46,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,1,0,0,1,5,0
47,1,0,1,0,2,4,7,1,0,4,2,2,0,3,3,0,0,1,0,3,1,0,0,18,3,2
48,0,2,0,2,0,10,4,0,1,4,3,1,1,0,0,2,1,1,0,3,0,0,1,6,4,1
49,4,0,0,1,2,9,0,1,0,4,1,2,1,1,2,3,2,1,0,1,1,0,4,12,1,2
5,8,31,0,27,13,28,14,2,3,10,1,9,1,5,4,4,2,5,0,10,9,0,9,25,13,3
50,0,0,0,50,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,7,0,0
51,2,0,0,3,4,2,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,8,1,3
52,0,1,0,2,1,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,3,2,0
53,0,3,0,2,3,4,9,2,0,1,10,2,1,0,0,0,0,0,0,3,3,0,0,3,1,0
54,0,0,0,0,0,2,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,1,1,0
6,44,54,0,4,29,23,13,12,8,95,0,32,8,5,5,4,4,21,2,3,2,0,35,87,32,13
7,7,21,1,205,20,42,27,1,0,3,10,19,26,7,0,7,6,2,5,10,10,0,20,53,7,8
8,1,2,1,16,2,2,1,0,2,2,0,0,2,2,1,0,0,2,32,1,0,0,2,18,10,3
9,2,1,0,1,0,2,1,1,0,2,0,4,0,1,1,2,0,2,0,0,0,0,0,3,2,3
