category,cluster,precision
art,cluster 16,0.06766917293233082
autos_and_vehicles,cluster 41,0.42857142857142855
business,cluster 0,0.2823529411764706
citizen_journalism,cluster 15,0.1297709923664122
comedy,cluster 40,0.23776223776223776
conferences_and_other_events,cluster 48,0.136986301369863
default_category,cluster 38,0.06515151515151515
documentary,cluster 7,0.07407407407407407
educational,cluster 0,0.10847457627118644
food_and_drink,cluster 48,0.11538461538461539
gaming,cluster 24,0.07272727272727272
health,cluster 8,0.10344827586206896
literature,cluster 5,0.25301204819277107
movies_and_television,cluster 41,0.11152416356877323
music_and_entertainment,cluster 44,0.16822429906542055
personal_or_auto-biographical,cluster 44,0.19607843137254902
politics,cluster 33,0.11993243243243243
religion,cluster 2,0.25868725868725867
school_and_education,cluster 0,0.1320754716981132
sports,cluster 38,0.10050251256281408
technology,cluster 0,0.13466334164588528
the_environment,cluster 0,0.3673469387755102
the_mainstream_media,cluster 0,0.16091954022988506
travel,cluster 44,0.14
videoblogging,cluster 24,0.0743801652892562
web_development_and_sites,cluster 0,0.10810810810810811
