category,cluster,precision
art,cluster 49,0.09022556390977443
autos_and_vehicles,cluster 6,0.2857142857142857
business,cluster 39,0.24705882352941178
citizen_journalism,cluster 13,0.16793893129770993
comedy,cluster 16,0.23776223776223776
conferences_and_other_events,cluster 39,0.1232876712328767
default_category,cluster 18,0.05757575757575758
documentary,cluster 47,0.07407407407407407
educational,cluster 42,0.1016949152542373
food_and_drink,cluster 9,0.11538461538461539
gaming,cluster 24,0.08181818181818182
health,cluster 12,0.11494252873563218
literature,cluster 25,0.25301204819277107
movies_and_television,cluster 6,0.08921933085501858
music_and_entertainment,cluster 7,0.12461059190031153
personal_or_auto-biographical,cluster 9,0.21568627450980393
politics,cluster 21,0.11486486486486487
religion,cluster 35,0.25868725868725867
school_and_education,cluster 45,0.1320754716981132
sports,cluster 18,0.09045226130653267
technology,cluster 39,0.12219451371571072
the_environment,cluster 39,0.3673469387755102
the_mainstream_media,cluster 39,0.16091954022988506
travel,cluster 31,0.1
videoblogging,cluster 47,0.07024793388429752
web_development_and_sites,cluster 33,0.13513513513513514
