cluster,category,precision
344,default_category,1.0
0,conferences_and_other_events,0.19924812030075187
346,food_and_drink,1.0
347,art,0.5
340,travel,1.0
341,travel,1.0
342,autos_and_vehicles,1.0
343,citizen_journalism,1.0
348,conferences_and_other_events,1.0
349,the_mainstream_media,1.0
595,literature,1.0
606,travel,1.0
594,travel,1.0
619,religion,1.0
298,autos_and_vehicles,0.2
299,videoblogging,1.0
296,the_mainstream_media,1.0
297,the_mainstream_media,1.0
294,travel,1.0
295,videoblogging,1.0
292,travel,1.0
293,personal_or_auto-biographical,1.0
290,default_category,1.0
291,travel,1.0
591,default_category,1.0
590,default_category,1.0
593,politics,0.5
592,food_and_drink,1.0
199,comedy,0.5
198,citizen_journalism,0.5
597,default_category,1.0
596,food_and_drink,1.0
195,autos_and_vehicles,0.3333333333333333
194,conferences_and_other_events,0.25
197,travel,0.4
196,comedy,0.6666666666666666
191,citizen_journalism,0.6666666666666666
190,music_and_entertainment,0.4
193,travel,0.6666666666666666
192,literature,0.6666666666666666
270,comedy,1.0
271,autos_and_vehicles,1.0
272,school_and_education,1.0
273,health,1.0
274,travel,1.0
275,health,1.0
276,educational,1.0
277,conferences_and_other_events,0.5
278,educational,1.0
279,citizen_journalism,1.0
524,gaming,1.0
525,conferences_and_other_events,0.5
526,travel,1.0
527,the_mainstream_media,1.0
520,citizen_journalism,1.0
521,school_and_education,1.0
522,travel,1.0
523,food_and_drink,1.0
599,movies_and_television,1.0
528,conferences_and_other_events,1.0
529,food_and_drink,1.0
449,art,0.5
448,conferences_and_other_events,0.375
443,autos_and_vehicles,0.3333333333333333
442,travel,0.5
441,health,0.5
440,autos_and_vehicles,0.5
447,autos_and_vehicles,1.0
446,religion,1.0
445,food_and_drink,1.0
444,autos_and_vehicles,0.5
108,citizen_journalism,0.5
109,citizen_journalism,0.3333333333333333
102,conferences_and_other_events,0.25
103,personal_or_auto-biographical,0.2222222222222222
100,literature,0.625
101,citizen_journalism,0.3
106,movies_and_television,0.5555555555555556
107,citizen_journalism,0.75
104,citizen_journalism,0.4444444444444444
105,default_category,0.18181818181818182
39,travel,0.3333333333333333
38,travel,0.16666666666666666
33,travel,0.3125
32,health,0.20689655172413793
31,health,0.3333333333333333
30,travel,0.25
37,movies_and_television,0.27586206896551724
36,food_and_drink,0.18421052631578946
35,travel,0.22580645161290322
34,conferences_and_other_events,0.23333333333333334
641,autos_and_vehicles,1.0
640,citizen_journalism,1.0
643,art,1.0
642,travel,0.5
645,travel,1.0
644,art,1.0
438,health,1.0
439,food_and_drink,1.0
436,religion,1.0
437,movies_and_television,1.0
434,travel,1.0
435,comedy,0.5
432,food_and_drink,1.0
433,conferences_and_other_events,0.25
430,web_development_and_sites,1.0
431,personal_or_auto-biographical,1.0
339,sports,0.5
338,travel,1.0
335,conferences_and_other_events,1.0
334,conferences_and_other_events,1.0
337,health,0.5
336,comedy,0.5
331,technology,1.0
330,web_development_and_sites,0.5
333,the_mainstream_media,1.0
332,default_category,0.5
345,food_and_drink,0.5
6,citizen_journalism,0.5
99,citizen_journalism,0.3333333333333333
98,citizen_journalism,0.9
91,the_mainstream_media,0.2727272727272727
90,conferences_and_other_events,0.23076923076923078
93,food_and_drink,0.3333333333333333
92,comedy,0.2
95,food_and_drink,0.5
94,web_development_and_sites,0.2857142857142857
97,citizen_journalism,0.36363636363636365
96,comedy,0.375
559,comedy,1.0
558,travel,1.0
555,art,1.0
554,movies_and_television,1.0
557,default_category,1.0
556,sports,1.0
551,conferences_and_other_events,1.0
550,travel,1.0
553,videoblogging,1.0
552,default_category,1.0
238,sports,0.5
239,literature,0.5
234,comedy,0.5
235,personal_or_auto-biographical,0.5
236,food_and_drink,0.5
237,comedy,0.5
230,citizen_journalism,0.25
231,the_mainstream_media,0.5
232,autos_and_vehicles,0.5
233,citizen_journalism,0.25
1,health,0.3227848101265823
614,travel,1.0
146,autos_and_vehicles,0.2
147,travel,0.8
144,default_category,0.75
145,conferences_and_other_events,0.16666666666666666
142,travel,0.4
143,citizen_journalism,0.3333333333333333
140,personal_or_auto-biographical,0.6
141,movies_and_television,0.6
612,food_and_drink,1.0
613,comedy,1.0
610,health,1.0
611,religion,1.0
616,food_and_drink,1.0
617,business,1.0
148,travel,0.4
149,autos_and_vehicles,0.25
689,travel,1.0
688,food_and_drink,1.0
685,technology,0.5
684,web_development_and_sites,1.0
687,travel,1.0
686,autos_and_vehicles,1.0
681,videoblogging,1.0
680,food_and_drink,1.0
683,autos_and_vehicles,1.0
682,food_and_drink,1.0
623,food_and_drink,1.0
622,food_and_drink,0.25
133,art,0.2
132,travel,0.42857142857142855
131,art,0.14285714285714285
130,conferences_and_other_events,0.2
137,citizen_journalism,0.3333333333333333
136,conferences_and_other_events,0.2
135,autos_and_vehicles,0.4
134,personal_or_auto-biographical,0.4
494,sports,1.0
495,comedy,1.0
139,comedy,0.125
138,art,0.25
490,travel,1.0
491,comedy,1.0
492,videoblogging,1.0
493,travel,1.0
24,food_and_drink,0.21875
25,literature,0.2222222222222222
26,food_and_drink,0.13333333333333333
27,travel,0.2631578947368421
20,food_and_drink,0.2647058823529412
21,travel,0.20689655172413793
22,citizen_journalism,0.2
23,citizen_journalism,0.3181818181818182
28,food_and_drink,0.20689655172413793
29,citizen_journalism,0.3103448275862069
407,religion,1.0
406,autos_and_vehicles,0.5
405,conferences_and_other_events,0.3333333333333333
404,literature,1.0
403,videoblogging,1.0
402,autos_and_vehicles,0.3333333333333333
401,food_and_drink,1.0
400,gaming,0.5
629,movies_and_television,1.0
409,travel,1.0
408,videoblogging,1.0
628,art,1.0
379,citizen_journalism,1.0
378,food_and_drink,0.5
371,food_and_drink,1.0
370,default_category,1.0
373,videoblogging,1.0
372,personal_or_auto-biographical,1.0
375,autos_and_vehicles,1.0
374,conferences_and_other_events,1.0
377,citizen_journalism,1.0
376,videoblogging,0.6666666666666666
618,web_development_and_sites,1.0
393,food_and_drink,1.0
392,comedy,1.0
391,autos_and_vehicles,1.0
390,the_mainstream_media,1.0
397,food_and_drink,1.0
396,business,0.5
395,health,1.0
394,food_and_drink,1.0
82,conferences_and_other_events,0.3
83,autos_and_vehicles,0.5714285714285714
399,autos_and_vehicles,1.0
398,educational,1.0
86,literature,0.5
87,travel,0.3333333333333333
84,business,0.16666666666666666
85,citizen_journalism,0.4444444444444444
7,citizen_journalism,0.7065217391304348
601,default_category,1.0
607,food_and_drink,1.0
586,travel,0.3333333333333333
587,travel,1.0
