category,cluster,precision
art,cluster 29,0.23880597014925373
autos_and_vehicles,cluster 8,0.42857142857142855
business,cluster 45,0.08139534883720931
citizen_journalism,cluster 46,0.12213740458015267
comedy,cluster 39,0.1506849315068493
conferences_and_other_events,cluster 30,0.08108108108108109
default_category,cluster 29,0.06927710843373494
documentary,cluster 29,0.07339449541284404
educational,cluster 30,0.12837837837837837
food_and_drink,cluster 46,0.20512820512820512
gaming,cluster 1,0.13636363636363635
health,cluster 20,0.2727272727272727
literature,cluster 6,0.30120481927710846
movies_and_television,cluster 39,0.13970588235294118
music_and_entertainment,cluster 29,0.2080745341614907
personal_or_auto-biographical,cluster 16,0.11764705882352941
politics,cluster 20,0.2722689075630252
religion,cluster 3,0.23574144486692014
school_and_education,cluster 39,0.20754716981132076
sports,cluster 29,0.11055276381909548
technology,cluster 17,0.07862407862407862
the_environment,cluster 38,0.2857142857142857
the_mainstream_media,cluster 11,0.2808988764044944
travel,cluster 29,0.12
videoblogging,cluster 31,0.09876543209876543
web_development_and_sites,cluster 30,0.23684210526315788
