cluster,category,precision
0,citizen_journalism,0.6153846153846154
1,citizen_journalism,0.75
10,citizen_journalism,1.0
100,citizen_journalism,1.0
1000,travel,1.0
1001,autos_and_vehicles,1.0
1002,autos_and_vehicles,1.0
1003,autos_and_vehicles,1.0
1004,educational,1.0
1005,the_mainstream_media,1.0
1006,travel,1.0
1007,food_and_drink,1.0
1008,the_mainstream_media,1.0
1009,default_category,1.0
101,citizen_journalism,1.0
1010,travel,1.0
1011,movies_and_television,1.0
1012,health,1.0
1013,citizen_journalism,1.0
1014,sports,1.0
1015,web_development_and_sites,1.0
1016,documentary,1.0
1017,travel,1.0
1018,autos_and_vehicles,1.0
1019,autos_and_vehicles,1.0
102,movies_and_television,1.0
1020,food_and_drink,1.0
1021,videoblogging,1.0
1022,food_and_drink,1.0
1023,music_and_entertainment,1.0
1024,travel,1.0
1025,the_mainstream_media,1.0
1026,travel,1.0
1027,conferences_and_other_events,1.0
1028,autos_and_vehicles,1.0
1029,school_and_education,1.0
103,citizen_journalism,1.0
1030,the_mainstream_media,1.0
1031,conferences_and_other_events,1.0
1032,autos_and_vehicles,1.0
1033,citizen_journalism,1.0
1034,food_and_drink,1.0
1035,videoblogging,1.0
1036,travel,1.0
1037,web_development_and_sites,1.0
1038,travel,1.0
1039,politics,1.0
104,movies_and_television,1.0
1040,politics,1.0
1041,conferences_and_other_events,1.0
1042,travel,1.0
1043,food_and_drink,1.0
1044,health,1.0
1045,personal_or_auto-biographical,1.0
1046,health,1.0
1047,travel,1.0
1048,movies_and_television,1.0
1049,autos_and_vehicles,1.0
105,travel,1.0
1050,comedy,1.0
1051,autos_and_vehicles,1.0
1052,religion,1.0
1053,videoblogging,1.0
1054,travel,1.0
1055,travel,1.0
1056,business,1.0
1057,health,1.0
1058,health,1.0
1059,travel,1.0
106,citizen_journalism,1.0
1060,the_mainstream_media,1.0
1061,documentary,1.0
1062,comedy,1.0
1063,travel,1.0
1064,videoblogging,1.0
1065,food_and_drink,1.0
1066,conferences_and_other_events,1.0
1067,autos_and_vehicles,1.0
1068,default_category,1.0
1069,autos_and_vehicles,1.0
107,movies_and_television,1.0
1070,personal_or_auto-biographical,1.0
1071,religion,1.0
1072,travel,1.0
1073,videoblogging,1.0
1074,food_and_drink,1.0
1075,personal_or_auto-biographical,1.0
1076,music_and_entertainment,1.0
1077,food_and_drink,1.0
1078,health,1.0
1079,autos_and_vehicles,1.0
108,default_category,1.0
1080,sports,1.0
1081,travel,1.0
1082,documentary,1.0
1083,the_mainstream_media,1.0
1084,the_mainstream_media,1.0
1085,comedy,1.0
1086,art,1.0
1087,autos_and_vehicles,1.0
1088,personal_or_auto-biographical,1.0
1089,conferences_and_other_events,1.0
109,citizen_journalism,1.0
1090,conferences_and_other_events,1.0
1091,travel,1.0
1092,autos_and_vehicles,1.0
1093,documentary,1.0
1094,art,1.0
1095,food_and_drink,1.0
1096,conferences_and_other_events,1.0
1097,health,1.0
1098,autos_and_vehicles,1.0
1099,web_development_and_sites,1.0
11,citizen_journalism,1.0
110,travel,1.0
1100,web_development_and_sites,1.0
1101,food_and_drink,1.0
1102,art,1.0
