category,cluster,precision
art,cluster 7,0.1865671641791045
movies_and_television,cluster 51,0.15808823529411764
web_development_and_sites,cluster 54,0.2631578947368421
politics,cluster 13,0.22521008403361345
sports,cluster 5,0.07035175879396985
technology,cluster 36,0.11056511056511056
educational,cluster 54,0.13851351351351351
school_and_education,cluster 51,0.20754716981132076
travel,cluster 39,0.1
music_and_entertainment,cluster 7,0.12111801242236025
the_environment,cluster 10,0.22448979591836735
religion,cluster 29,0.2585551330798479
health,cluster 13,0.26136363636363635
citizen_journalism,cluster 12,0.11450381679389313
personal_or_auto-biographical,cluster 2,0.11764705882352941
food_and_drink,cluster 20,0.14102564102564102
conferences_and_other_events,cluster 20,0.08108108108108109
gaming,cluster 48,0.13636363636363635
literature,cluster 24,0.2289156626506024
business,cluster 8,0.09302325581395349
the_mainstream_media,cluster 36,0.21348314606741572
autos_and_vehicles,cluster 34,0.5714285714285714
comedy,cluster 51,0.1506849315068493
default_category,cluster 51,0.04969879518072289
videoblogging,cluster 0,0.06995884773662552
documentary,cluster 45,0.05504587155963303
