category,cluster,precision
art,cluster 0,0.19402985074626866
movies_and_television,cluster 3,0.11397058823529412
web_development_and_sites,cluster 48,0.23684210526315788
politics,cluster 16,0.21680672268907564
sports,cluster 0,0.08542713567839195
technology,cluster 48,0.07616707616707617
educational,cluster 48,0.09797297297297297
school_and_education,cluster 3,0.1320754716981132
travel,cluster 0,0.08
music_and_entertainment,cluster 0,0.16149068322981366
the_environment,cluster 58,0.2857142857142857
religion,cluster 52,0.22053231939163498
health,cluster 21,0.2727272727272727
citizen_journalism,cluster 55,0.08396946564885496
personal_or_auto-biographical,cluster 5,0.09803921568627451
food_and_drink,cluster 23,0.11538461538461539
conferences_and_other_events,cluster 26,0.06756756756756757
gaming,cluster 0,0.09090909090909091
literature,cluster 17,0.3253012048192771
business,cluster 39,0.08139534883720931
the_mainstream_media,cluster 44,0.15730337078651685
autos_and_vehicles,cluster 44,0.42857142857142855
comedy,cluster 3,0.10273972602739725
default_category,cluster 0,0.05271084337349398
videoblogging,cluster 0,0.06995884773662552
documentary,cluster 0,0.06422018348623854
