category,cluster,precision
art,cluster 31,0.26119402985074625
autos_and_vehicles,cluster 18,0.7142857142857143
business,cluster 16,0.09302325581395349
citizen_journalism,cluster 18,0.0916030534351145
comedy,cluster 31,0.14383561643835616
conferences_and_other_events,cluster 27,0.12162162162162163
default_category,cluster 2,0.07680722891566265
documentary,cluster 31,0.09174311926605505
educational,cluster 27,0.13851351351351351
food_and_drink,cluster 7,0.14102564102564102
gaming,cluster 3,0.14545454545454545
health,cluster 12,0.2727272727272727
literature,cluster 13,0.2891566265060241
movies_and_television,cluster 2,0.1875
music_and_entertainment,cluster 31,0.2360248447204969
personal_or_auto-biographical,cluster 9,0.11764705882352941
politics,cluster 12,0.2907563025210084
religion,cluster 17,0.2813688212927757
school_and_education,cluster 2,0.20754716981132076
sports,cluster 31,0.1306532663316583
technology,cluster 18,0.10565110565110565
the_environment,cluster 35,0.2857142857142857
the_mainstream_media,cluster 18,0.19101123595505617
travel,cluster 13,0.14
videoblogging,cluster 2,0.09465020576131687
web_development_and_sites,cluster 18,0.18421052631578946
