category,cluster,score
art,cluster 14,0.25682718365645196
movies_and_television,cluster 14,0.21098978513561112
web_development_and_sites,cluster 24,0.13533834586466165
politics,cluster 10,0.2636458605379995
music_and_entertainment,cluster 14,0.32977006857603874
technology,cluster 11,0.17818138651471985
educational,cluster 10,0.15454545454545454
religion,cluster 12,0.316694093984275
travel,cluster 14,0.22012578616352202
sports,cluster 14,0.16105176663927692
the_environment,cluster 0,0.35860250494396834
school_and_education,cluster 14,0.21673003802281368
health,cluster 11,0.24761904761904763
citizen_journalism,cluster 11,0.12735733529267695
personal_or_auto-biographical,cluster 14,0.12982456140350876
food_and_drink,cluster 13,0.12079927338782924
conferences_and_other_events,cluster 11,0.16913783635365184
gaming,cluster 14,0.14948041566746603
literature,cluster 18,0.30980392156862746
business,cluster 10,0.16049382716049382
the_mainstream_media,cluster 2,0.21980538065254723
autos_and_vehicles,cluster 11,0.29545454545454547
comedy,cluster 14,0.22913816689466485
default_category,cluster 14,0.13579284662682947
videoblogging,cluster 14,0.15909958031285767
documentary,cluster 14,0.171730092740646
